id,geographic_area_name,estimate_total,estimate_total_car_truck_or_van,estimate_total_public_transportation,estimate_total_public_transportation_bus,estimate_total_public_transportation_subway_or_elevated_rail,estimate_total_public_transportation_long_distance_train_or_commuter_rail,estimate_total_public_transportation_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_ferryboat,estimate_total_taxicab,estimate_total_motorcycle,estimate_total_bicycle,estimate_total_walked,estimate_total_other_means,estimate_total_worked_from_home
1500000US530330211003,"Block Group 3, Census Tract 211, King County, Washington",702,462,150,150,0,0,0,0,0,0,0,50,0,40
1500000US530330211004,"Block Group 4, Census Tract 211, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330213001,"Block Group 1, Census Tract 213, King County, Washington",940,653,199,199,0,0,0,0,0,0,11,14,0,63
1500000US530330213002,"Block Group 2, Census Tract 213, King County, Washington",640,433,81,81,0,0,0,0,0,0,7,38,28,53
1500000US530330213003,"Block Group 3, Census Tract 213, King County, Washington",604,451,106,106,0,0,0,0,0,0,0,0,0,47
1500000US530330214001,"Block Group 1, Census Tract 214, King County, Washington",458,334,24,24,0,0,0,0,0,0,0,18,0,82
1500000US530330214002,"Block Group 2, Census Tract 214, King County, Washington",761,577,60,60,0,0,0,0,0,0,16,13,9,86
1500000US530330214003,"Block Group 3, Census Tract 214, King County, Washington",711,608,17,17,0,0,0,0,0,0,0,10,11,65
1500000US530330215001,"Block Group 1, Census Tract 215, King County, Washington",700,600,65,65,0,0,0,0,0,10,0,0,0,25
1500000US530330215002,"Block Group 2, Census Tract 215, King County, Washington",571,386,158,138,8,12,0,0,0,0,0,9,0,18
1500000US530330215003,"Block Group 3, Census Tract 215, King County, Washington",721,512,58,58,0,0,0,0,0,15,9,5,0,122
1500000US530330215004,"Block Group 4, Census Tract 215, King County, Washington",565,503,40,40,0,0,0,0,0,0,11,0,0,11
1500000US530330216001,"Block Group 1, Census Tract 216, King County, Washington",747,588,73,73,0,0,0,0,0,0,0,8,0,78
1500000US530330216002,"Block Group 2, Census Tract 216, King County, Washington",738,521,134,134,0,0,0,0,0,8,0,0,7,68
1500000US530330216003,"Block Group 3, Census Tract 216, King County, Washington",693,467,63,54,0,0,0,9,0,0,0,0,0,163
1500000US530330216004,"Block Group 4, Census Tract 216, King County, Washington",592,494,17,17,0,0,0,0,0,0,6,14,0,61
1500000US530330217001,"Block Group 1, Census Tract 217, King County, Washington",798,675,109,109,0,0,0,0,0,0,0,0,0,14
1500000US530330217002,"Block Group 2, Census Tract 217, King County, Washington",1184,948,147,147,0,0,0,0,0,0,0,0,0,89
1500000US530330217003,"Block Group 3, Census Tract 217, King County, Washington",912,602,159,159,0,0,0,0,0,0,0,16,42,93
1500000US530330217004,"Block Group 4, Census Tract 217, King County, Washington",796,633,133,133,0,0,0,0,0,0,16,0,0,14
1500000US530330217005,"Block Group 5, Census Tract 217, King County, Washington",1137,877,120,120,0,0,0,0,0,0,16,17,0,107
1500000US530330218021,"Block Group 1, Census Tract 218.02, King County, Washington",1294,1116,93,93,0,0,0,0,0,0,0,22,0,63
1500000US530330218022,"Block Group 2, Census Tract 218.02, King County, Washington",1376,1181,37,37,0,0,0,0,0,0,0,29,19,110
1500000US530330218023,"Block Group 3, Census Tract 218.02, King County, Washington",703,615,30,30,0,0,0,0,0,0,12,8,0,38
1500000US530330218031,"Block Group 1, Census Tract 218.03, King County, Washington",815,696,63,63,0,0,0,0,0,0,0,40,0,16
1500000US530330218032,"Block Group 2, Census Tract 218.03, King County, Washington",739,530,46,46,0,0,0,0,0,0,110,34,0,19
1500000US530330218033,"Block Group 3, Census Tract 218.03, King County, Washington",616,510,54,54,0,0,0,0,0,0,12,24,0,16
1500000US530330218034,"Block Group 4, Census Tract 218.03, King County, Washington",590,440,31,31,0,0,0,0,0,0,0,0,0,119
1500000US530330218041,"Block Group 1, Census Tract 218.04, King County, Washington",702,535,80,80,0,0,0,0,0,0,15,18,0,54
1500000US530330218042,"Block Group 2, Census Tract 218.04, King County, Washington",1426,1146,98,97,0,1,0,0,0,0,0,27,0,155
1500000US530330218043,"Block Group 3, Census Tract 218.04, King County, Washington",622,488,72,72,0,0,0,0,0,0,0,0,0,62
1500000US530330219031,"Block Group 1, Census Tract 219.03, King County, Washington",1248,867,220,220,0,0,0,0,0,0,0,76,0,85
1500000US530330219032,"Block Group 2, Census Tract 219.03, King County, Washington",669,539,94,94,0,0,0,0,0,15,0,0,0,21
1500000US530330219033,"Block Group 3, Census Tract 219.03, King County, Washington",230,215,15,15,0,0,0,0,0,0,0,0,0,0
1500000US530330219034,"Block Group 4, Census Tract 219.03, King County, Washington",259,173,76,76,0,0,0,0,0,0,0,0,0,10
1500000US530330219035,"Block Group 5, Census Tract 219.03, King County, Washington",793,600,97,97,0,0,0,0,0,0,0,0,0,96
1500000US530330219041,"Block Group 1, Census Tract 219.04, King County, Washington",979,838,81,81,0,0,0,0,0,11,0,0,10,39
1500000US530330219042,"Block Group 2, Census Tract 219.04, King County, Washington",459,375,52,52,0,0,0,0,0,0,10,22,0,0
1500000US530330219043,"Block Group 3, Census Tract 219.04, King County, Washington",670,508,61,61,0,0,0,0,0,0,9,20,11,61
1500000US530330219044,"Block Group 4, Census Tract 219.04, King County, Washington",648,561,28,28,0,0,0,0,0,0,0,0,7,52
1500000US530330219051,"Block Group 1, Census Tract 219.05, King County, Washington",914,762,98,98,0,0,0,0,0,0,0,0,0,54
1500000US530330219052,"Block Group 2, Census Tract 219.05, King County, Washington",583,453,72,72,0,0,0,0,0,0,0,17,0,41
1500000US530330219053,"Block Group 3, Census Tract 219.05, King County, Washington",1126,997,53,53,0,0,0,0,0,0,0,33,0,43
1500000US530330219054,"Block Group 4, Census Tract 219.05, King County, Washington",508,430,64,64,0,0,0,0,0,0,0,0,0,14
1500000US530330219061,"Block Group 1, Census Tract 219.06, King County, Washington",1078,884,70,70,0,0,0,0,0,8,0,0,0,116
1500000US530330219062,"Block Group 2, Census Tract 219.06, King County, Washington",412,348,32,32,0,0,0,0,0,0,18,14,0,0
1500000US530330219063,"Block Group 3, Census Tract 219.06, King County, Washington",829,706,88,88,0,0,0,0,0,0,0,0,0,35
1500000US530330220011,"Block Group 1, Census Tract 220.01, King County, Washington",580,498,39,39,0,0,0,0,0,0,0,0,0,43
1500000US530330220012,"Block Group 2, Census Tract 220.01, King County, Washington",1237,1076,47,47,0,0,0,0,0,0,0,15,0,99
1500000US530330220013,"Block Group 3, Census Tract 220.01, King County, Washington",1054,959,36,36,0,0,0,0,0,0,23,0,0,36
1500000US530330220031,"Block Group 1, Census Tract 220.03, King County, Washington",565,512,43,43,0,0,0,0,0,0,0,10,0,0
1500000US530330220032,"Block Group 2, Census Tract 220.03, King County, Washington",626,417,90,90,0,0,0,0,0,0,0,71,0,48
1500000US530330220033,"Block Group 3, Census Tract 220.03, King County, Washington",546,438,99,99,0,0,0,0,0,0,0,0,0,9
1500000US530330220034,"Block Group 4, Census Tract 220.03, King County, Washington",592,462,103,103,0,0,0,0,0,0,0,0,0,27
1500000US530330220035,"Block Group 5, Census Tract 220.03, King County, Washington",644,515,94,94,0,0,0,0,0,0,0,11,13,11
1500000US530330220051,"Block Group 1, Census Tract 220.05, King County, Washington",1260,944,175,175,0,0,0,0,0,0,0,29,0,112
1500000US530330220052,"Block Group 2, Census Tract 220.05, King County, Washington",584,443,51,51,0,0,0,0,0,0,0,32,0,58
1500000US530330220053,"Block Group 3, Census Tract 220.05, King County, Washington",926,708,76,76,0,0,0,0,0,0,22,40,0,80
1500000US530330220061,"Block Group 1, Census Tract 220.06, King County, Washington",670,484,71,71,0,0,0,0,0,11,0,28,12,64
1500000US530330220062,"Block Group 2, Census Tract 220.06, King County, Washington",726,538,58,58,0,0,0,0,0,0,0,35,0,95
1500000US530330220063,"Block Group 3, Census Tract 220.06, King County, Washington",637,457,124,124,0,0,0,0,0,0,0,16,0,40
1500000US530330221011,"Block Group 1, Census Tract 221.01, King County, Washington",947,711,114,114,0,0,0,0,0,0,16,42,15,49
1500000US530330221012,"Block Group 2, Census Tract 221.01, King County, Washington",365,297,21,21,0,0,0,0,0,0,0,0,0,47
1500000US530330221013,"Block Group 3, Census Tract 221.01, King County, Washington",872,684,142,142,0,0,0,0,0,0,0,0,0,46
1500000US530330221014,"Block Group 4, Census Tract 221.01, King County, Washington",298,178,44,44,0,0,0,0,0,0,0,0,0,76
1500000US530330221021,"Block Group 1, Census Tract 221.02, King County, Washington",1353,1134,34,34,0,0,0,0,0,0,0,48,24,113
1500000US530330221022,"Block Group 2, Census Tract 221.02, King County, Washington",599,503,70,70,0,0,0,0,0,0,0,0,0,26
1500000US530330221023,"Block Group 3, Census Tract 221.02, King County, Washington",527,473,15,15,0,0,0,0,0,0,0,0,0,39
1500000US530330221024,"Block Group 4, Census Tract 221.02, King County, Washington",879,767,52,52,0,0,0,0,0,0,0,0,0,60
1500000US530330222011,"Block Group 1, Census Tract 222.01, King County, Washington",611,507,57,57,0,0,0,0,0,0,0,0,0,47
1500000US530330222012,"Block Group 2, Census Tract 222.01, King County, Washington",536,453,51,51,0,0,0,0,0,10,0,0,0,22
1500000US530330222013,"Block Group 3, Census Tract 222.01, King County, Washington",814,713,66,66,0,0,0,0,0,10,0,9,0,16
1500000US530330222014,"Block Group 4, Census Tract 222.01, King County, Washington",758,669,28,28,0,0,0,0,0,0,0,0,25,36
1500000US530330222021,"Block Group 1, Census Tract 222.02, King County, Washington",686,591,33,33,0,0,0,0,0,11,0,0,0,51
1500000US530330222022,"Block Group 2, Census Tract 222.02, King County, Washington",1248,1000,93,93,0,0,0,0,0,0,41,0,0,114
1500000US530330222023,"Block Group 3, Census Tract 222.02, King County, Washington",561,456,42,42,0,0,0,0,0,0,0,14,11,38
1500000US530330222024,"Block Group 4, Census Tract 222.02, King County, Washington",543,377,56,56,0,0,0,0,0,0,0,0,0,110
1500000US530330222025,"Block Group 5, Census Tract 222.02, King County, Washington",1416,1187,108,108,0,0,0,0,0,17,19,0,0,85
1500000US530330222031,"Block Group 1, Census Tract 222.03, King County, Washington",961,771,65,65,0,0,0,0,0,0,43,9,9,64
1500000US530330222032,"Block Group 2, Census Tract 222.03, King County, Washington",1128,896,120,113,0,0,0,7,0,0,0,0,0,112
1500000US530330222033,"Block Group 3, Census Tract 222.03, King County, Washington",433,367,10,10,0,0,0,0,7,0,0,0,0,49
1500000US530330223001,"Block Group 1, Census Tract 223, King County, Washington",666,473,48,48,0,0,0,0,0,0,20,9,0,116
1500000US530330223002,"Block Group 2, Census Tract 223, King County, Washington",685,551,5,5,0,0,0,0,0,0,0,9,18,102
1500000US530330224001,"Block Group 1, Census Tract 224, King County, Washington",1042,925,15,15,0,0,0,0,0,18,0,21,0,63
1500000US530330224002,"Block Group 2, Census Tract 224, King County, Washington",640,441,46,46,0,0,0,0,0,0,34,15,62,42
1500000US530330224003,"Block Group 3, Census Tract 224, King County, Washington",802,653,20,20,0,0,0,0,0,0,27,13,15,74
1500000US530330224004,"Block Group 4, Census Tract 224, King County, Washington",1315,870,220,220,0,0,0,0,63,0,0,46,0,116
1500000US530330224005,"Block Group 5, Census Tract 224, King County, Washington",416,292,53,53,0,0,0,0,0,0,0,31,0,40
1500000US530330224006,"Block Group 6, Census Tract 224, King County, Washington",649,550,20,20,0,0,0,0,0,0,17,16,0,46
1500000US530330225001,"Block Group 1, Census Tract 225, King County, Washington",766,505,77,77,0,0,0,0,0,0,0,28,0,156
1500000US530330225002,"Block Group 2, Census Tract 225, King County, Washington",1113,951,25,25,0,0,0,0,0,0,0,40,0,97
1500000US530330225003,"Block Group 3, Census Tract 225, King County, Washington",920,729,166,166,0,0,0,0,0,0,0,13,0,12
1500000US530330225004,"Block Group 4, Census Tract 225, King County, Washington",550,421,30,30,0,0,0,0,0,0,18,42,0,39
1500000US530330225005,"Block Group 5, Census Tract 225, King County, Washington",1462,1159,176,176,0,0,0,0,0,0,0,68,16,43
1500000US530330226031,"Block Group 1, Census Tract 226.03, King County, Washington",247,171,40,40,0,0,0,0,0,0,0,36,0,0
1500000US530330226032,"Block Group 2, Census Tract 226.03, King County, Washington",492,433,0,0,0,0,0,0,0,0,0,0,0,59
1500000US530330226033,"Block Group 3, Census Tract 226.03, King County, Washington",1034,930,53,53,0,0,0,0,0,0,0,14,0,37
1500000US530330226034,"Block Group 4, Census Tract 226.03, King County, Washington",1113,936,72,72,0,0,0,0,0,0,0,54,0,51
1500000US530330226035,"Block Group 5, Census Tract 226.03, King County, Washington",754,640,56,56,0,0,0,0,0,0,0,0,41,17
1500000US530330226041,"Block Group 1, Census Tract 226.04, King County, Washington",1147,931,64,64,0,0,0,0,0,0,12,30,23,87
1500000US530330226042,"Block Group 2, Census Tract 226.04, King County, Washington",684,544,71,71,0,0,0,0,0,0,0,12,11,46
1500000US530330226043,"Block Group 3, Census Tract 226.04, King County, Washington",901,627,164,164,0,0,0,0,0,13,0,13,0,84
1500000US530330226051,"Block Group 1, Census Tract 226.05, King County, Washington",1722,1327,282,282,0,0,0,0,0,0,0,53,0,60
1500000US530330226052,"Block Group 2, Census Tract 226.05, King County, Washington",977,836,86,86,0,0,0,0,0,0,20,12,0,23
1500000US530330226053,"Block Group 3, Census Tract 226.05, King County, Washington",1456,1106,231,231,0,0,0,0,0,0,0,78,0,41
1500000US530330226061,"Block Group 1, Census Tract 226.06, King County, Washington",755,616,0,0,0,0,0,0,0,0,0,14,12,113
1500000US530330226062,"Block Group 2, Census Tract 226.06, King County, Washington",1117,881,167,167,0,0,0,0,0,16,0,13,0,40
1500000US530330226063,"Block Group 3, Census Tract 226.06, King County, Washington",850,745,64,64,0,0,0,0,0,0,0,24,0,17
1500000US530330226064,"Block Group 4, Census Tract 226.06, King County, Washington",526,492,34,34,0,0,0,0,0,0,0,0,0,0
1500000US530330227011,"Block Group 1, Census Tract 227.01, King County, Washington",1060,807,50,50,0,0,0,0,0,0,10,79,0,114
1500000US530330227012,"Block Group 2, Census Tract 227.01, King County, Washington",868,689,101,101,0,0,0,0,0,0,0,18,0,60
1500000US530330227021,"Block Group 1, Census Tract 227.02, King County, Washington",696,506,117,117,0,0,0,0,0,0,0,0,16,57
1500000US530330227022,"Block Group 2, Census Tract 227.02, King County, Washington",877,463,97,97,0,0,0,0,23,0,0,212,0,82
1500000US530330227023,"Block Group 3, Census Tract 227.02, King County, Washington",692,531,54,54,0,0,0,0,0,0,0,0,30,77
1500000US530330227031,"Block Group 1, Census Tract 227.03, King County, Washington",626,523,9,9,0,0,0,0,0,0,13,12,6,63
1500000US530330227032,"Block Group 2, Census Tract 227.03, King County, Washington",591,484,48,48,0,0,0,0,0,6,17,4,0,32
1500000US530330228011,"Block Group 1, Census Tract 228.01, King County, Washington",1470,946,167,167,0,0,0,0,15,0,0,185,43,114
1500000US530330228012,"Block Group 2, Census Tract 228.01, King County, Washington",2177,1411,410,410,0,0,0,0,0,0,76,167,48,65
1500000US530330228013,"Block Group 3, Census Tract 228.01, King County, Washington",494,340,36,36,0,0,0,0,0,0,0,21,12,85
1500000US530330228014,"Block Group 4, Census Tract 228.01, King County, Washington",1166,842,212,212,0,0,0,0,0,0,0,95,0,17
1500000US530330228021,"Block Group 1, Census Tract 228.02, King County, Washington",979,706,147,123,24,0,0,0,0,14,25,34,0,53
1500000US530330228022,"Block Group 2, Census Tract 228.02, King County, Washington",1057,833,57,57,0,0,0,0,0,0,20,49,0,98
1500000US530330228023,"Block Group 3, Census Tract 228.02, King County, Washington",779,628,89,89,0,0,0,0,0,0,17,0,0,45
1500000US530330228031,"Block Group 1, Census Tract 228.03, King County, Washington",569,341,186,186,0,0,0,0,0,0,0,41,0,1
1500000US530330228032,"Block Group 2, Census Tract 228.03, King County, Washington",1129,667,304,304,0,0,0,0,0,0,23,85,0,50
1500000US530330228033,"Block Group 3, Census Tract 228.03, King County, Washington",1584,968,174,174,0,0,0,0,18,0,0,376,0,48
1500000US530330229011,"Block Group 1, Census Tract 229.01, King County, Washington",702,524,45,45,0,0,0,0,0,0,29,9,0,95
1500000US530330229012,"Block Group 2, Census Tract 229.01, King County, Washington",627,518,43,43,0,0,0,0,0,0,28,0,0,38
1500000US530330229021,"Block Group 1, Census Tract 229.02, King County, Washington",740,549,49,49,0,0,0,0,0,0,41,0,0,101
1500000US530330229022,"Block Group 2, Census Tract 229.02, King County, Washington",503,400,45,45,0,0,0,0,0,29,0,18,11,0
1500000US530330229023,"Block Group 3, Census Tract 229.02, King County, Washington",405,285,38,38,0,0,0,0,0,0,14,36,0,32
1500000US530330229024,"Block Group 4, Census Tract 229.02, King County, Washington",1061,931,66,66,0,0,0,0,0,0,0,0,12,52
1500000US530330229025,"Block Group 5, Census Tract 229.02, King County, Washington",560,518,0,0,0,0,0,0,0,0,14,0,0,28
1500000US530330230001,"Block Group 1, Census Tract 230, King County, Washington",649,500,50,50,0,0,0,0,0,0,0,0,0,99
1500000US530330230002,"Block Group 2, Census Tract 230, King County, Washington",601,489,24,24,0,0,0,0,0,24,0,8,0,56
1500000US530330230003,"Block Group 3, Census Tract 230, King County, Washington",1231,866,118,118,0,0,0,0,0,0,10,151,0,86
1500000US530330230004,"Block Group 4, Census Tract 230, King County, Washington",558,452,11,11,0,0,0,0,0,0,0,0,0,95
1500000US530330231001,"Block Group 1, Census Tract 231, King County, Washington",572,407,31,31,0,0,0,0,0,0,5,54,11,64
1500000US530330231002,"Block Group 2, Census Tract 231, King County, Washington",889,670,52,52,0,0,0,0,0,0,44,12,20,91
1500000US530330231003,"Block Group 3, Census Tract 231, King County, Washington",619,485,36,36,0,0,0,0,0,19,18,0,8,53
1500000US530330232011,"Block Group 1, Census Tract 232.01, King County, Washington",890,721,169,169,0,0,0,0,0,0,0,0,0,0
1500000US530330232012,"Block Group 2, Census Tract 232.01, King County, Washington",1473,1009,320,320,0,0,0,0,0,0,0,0,0,144
1500000US530330232013,"Block Group 3, Census Tract 232.01, King County, Washington",1179,594,330,330,0,0,0,0,0,0,18,93,0,144
1500000US530330232021,"Block Group 1, Census Tract 232.02, King County, Washington",790,596,66,66,0,0,0,0,0,0,22,47,0,59
1500000US530330232022,"Block Group 2, Census Tract 232.02, King County, Washington",926,701,126,126,0,0,0,0,0,0,9,10,16,64
1500000US530330232023,"Block Group 3, Census Tract 232.02, King County, Washington",546,359,93,93,0,0,0,0,0,0,0,42,5,47
1500000US530330233001,"Block Group 1, Census Tract 233, King County, Washington",1058,934,46,46,0,0,0,0,0,0,21,0,10,47
1500000US530330233002,"Block Group 2, Census Tract 233, King County, Washington",966,832,42,42,0,0,0,0,23,0,0,0,0,69
1500000US530330233003,"Block Group 3, Census Tract 233, King County, Washington",895,749,84,84,0,0,0,0,0,0,0,0,0,62
1500000US530330233004,"Block Group 4, Census Tract 233, King County, Washington",791,599,105,105,0,0,0,0,0,0,0,0,19,68
1500000US530330234011,"Block Group 1, Census Tract 234.01, King County, Washington",406,247,53,53,0,0,0,0,0,16,0,0,0,90
1500000US530330234012,"Block Group 2, Census Tract 234.01, King County, Washington",795,566,111,111,0,0,0,0,0,0,0,20,21,77
1500000US530330234013,"Block Group 3, Census Tract 234.01, King County, Washington",545,432,52,52,0,0,0,0,0,0,0,19,0,42
1500000US530330234031,"Block Group 1, Census Tract 234.03, King County, Washington",855,716,63,63,0,0,0,0,0,8,0,8,0,60
1500000US530330234032,"Block Group 2, Census Tract 234.03, King County, Washington",606,441,61,61,0,0,0,0,0,0,7,17,12,68
1500000US530330234033,"Block Group 3, Census Tract 234.03, King County, Washington",684,431,32,32,0,0,0,0,0,12,12,0,24,173
1500000US530330234041,"Block Group 1, Census Tract 234.04, King County, Washington",1046,914,83,83,0,0,0,0,0,0,0,0,0,49
1500000US530330234042,"Block Group 2, Census Tract 234.04, King County, Washington",739,544,41,41,0,0,0,0,0,24,0,0,0,130
1500000US530330235001,"Block Group 1, Census Tract 235, King County, Washington",699,526,92,92,0,0,0,0,0,7,0,15,8,51
1500000US530330235002,"Block Group 2, Census Tract 235, King County, Washington",769,560,101,101,0,0,0,0,0,6,0,17,0,85
1500000US530330235003,"Block Group 3, Census Tract 235, King County, Washington",619,500,29,29,0,0,0,0,0,0,10,26,12,42
1500000US530330236011,"Block Group 1, Census Tract 236.01, King County, Washington",1012,663,139,139,0,0,0,0,0,0,0,45,0,165
1500000US530330236012,"Block Group 2, Census Tract 236.01, King County, Washington",979,689,132,132,0,0,0,0,0,0,35,93,0,30
1500000US530330236013,"Block Group 3, Census Tract 236.01, King County, Washington",449,355,0,0,0,0,0,0,0,7,0,22,0,65
1500000US530330236031,"Block Group 1, Census Tract 236.03, King County, Washington",732,655,20,20,0,0,0,0,0,0,0,35,0,22
1500000US530330236032,"Block Group 2, Census Tract 236.03, King County, Washington",1738,1093,603,603,0,0,0,0,0,0,0,20,0,22
1500000US530330236033,"Block Group 3, Census Tract 236.03, King County, Washington",579,310,228,228,0,0,0,0,0,0,7,0,0,34
1500000US530330236034,"Block Group 4, Census Tract 236.03, King County, Washington",624,487,38,38,0,0,0,0,0,0,0,0,0,99
1500000US530330236041,"Block Group 1, Census Tract 236.04, King County, Washington",1464,1088,261,261,0,0,0,0,0,0,16,0,0,99
1500000US530330236042,"Block Group 2, Census Tract 236.04, King County, Washington",580,385,141,141,0,0,0,0,0,0,0,0,0,54
1500000US530330236043,"Block Group 3, Census Tract 236.04, King County, Washington",729,538,96,96,0,0,0,0,0,30,0,15,0,50
1500000US530330236044,"Block Group 4, Census Tract 236.04, King County, Washington",352,278,51,51,0,0,0,0,0,0,0,23,0,0
1500000US530330237001,"Block Group 1, Census Tract 237, King County, Washington",511,436,18,18,0,0,0,0,0,0,0,9,0,48
1500000US530330237002,"Block Group 2, Census Tract 237, King County, Washington",881,684,62,62,0,0,0,0,0,0,0,18,13,104
1500000US530330237003,"Block Group 3, Census Tract 237, King County, Washington",1139,907,163,132,0,0,31,0,0,0,7,44,0,18
1500000US530330238011,"Block Group 1, Census Tract 238.01, King County, Washington",1320,669,200,200,0,0,0,0,0,0,12,212,0,227
1500000US530330238012,"Block Group 2, Census Tract 238.01, King County, Washington",709,624,41,41,0,0,0,0,34,0,0,0,0,10
1500000US530330238031,"Block Group 1, Census Tract 238.03, King County, Washington",1943,1044,338,321,17,0,0,0,0,0,19,328,0,214
1500000US530330238032,"Block Group 2, Census Tract 238.03, King County, Washington",1591,809,411,411,0,0,0,0,0,0,0,334,0,37
1500000US530330238041,"Block Group 1, Census Tract 238.04, King County, Washington",1429,620,378,378,0,0,0,0,0,0,0,244,22,165
1500000US530330238042,"Block Group 2, Census Tract 238.04, King County, Washington",1549,828,157,157,0,0,0,0,0,0,0,371,21,172
1500000US530330238043,"Block Group 3, Census Tract 238.04, King County, Washington",2455,1351,363,363,0,0,0,0,34,0,39,573,40,55
1500000US530330239001,"Block Group 1, Census Tract 239, King County, Washington",1052,662,108,108,0,0,0,0,0,0,0,74,23,185
1500000US530330239002,"Block Group 2, Census Tract 239, King County, Washington",849,727,68,68,0,0,0,0,0,0,0,38,0,16
1500000US530330239003,"Block Group 3, Census Tract 239, King County, Washington",972,667,100,100,0,0,0,0,0,0,2,19,4,180
1500000US530330239004,"Block Group 4, Census Tract 239, King County, Washington",538,466,33,33,0,0,0,0,0,0,17,0,0,22
1500000US530330240001,"Block Group 1, Census Tract 240, King County, Washington",923,645,108,108,0,0,0,0,0,0,39,58,0,73
1500000US530330240002,"Block Group 2, Census Tract 240, King County, Washington",715,542,64,64,0,0,0,0,0,0,0,13,0,96
1500000US530330240003,"Block Group 3, Census Tract 240, King County, Washington",801,565,75,75,0,0,0,0,0,0,0,104,16,41
1500000US530330240004,"Block Group 4, Census Tract 240, King County, Washington",1067,778,34,34,0,0,0,0,0,0,0,187,0,68
1500000US530330241001,"Block Group 1, Census Tract 241, King County, Washington",423,347,21,18,0,0,0,3,2,0,5,6,7,35
1500000US530330241002,"Block Group 2, Census Tract 241, King County, Washington",433,332,26,26,0,0,0,0,0,4,0,8,2,61
1500000US530330241003,"Block Group 3, Census Tract 241, King County, Washington",648,554,26,26,0,0,0,0,0,0,0,8,0,60
1500000US530330241004,"Block Group 4, Census Tract 241, King County, Washington",543,423,19,12,0,0,7,0,6,0,0,8,6,81
1500000US530330242001,"Block Group 1, Census Tract 242, King County, Washington",726,617,26,26,0,0,0,0,0,0,0,0,9,74
1500000US530330242002,"Block Group 2, Census Tract 242, King County, Washington",608,469,70,70,0,0,0,0,0,6,4,19,0,40
1500000US530330243001,"Block Group 1, Census Tract 243, King County, Washington",848,682,34,34,0,0,0,0,0,0,0,13,16,103
1500000US530330243002,"Block Group 2, Census Tract 243, King County, Washington",1298,830,279,279,0,0,0,0,0,0,0,112,17,60
1500000US530330243003,"Block Group 3, Census Tract 243, King County, Washington",701,547,67,67,0,0,0,0,0,14,0,41,0,32
1500000US530330243004,"Block Group 4, Census Tract 243, King County, Washington",1081,630,227,211,16,0,0,0,0,0,18,114,0,92
1500000US530330243005,"Block Group 5, Census Tract 243, King County, Washington",599,369,99,99,0,0,0,0,0,0,11,19,15,86
1500000US530330244001,"Block Group 1, Census Tract 244, King County, Washington",379,212,50,50,0,0,0,0,0,0,0,31,0,86
1500000US530330244002,"Block Group 2, Census Tract 244, King County, Washington",1088,788,204,189,15,0,0,0,0,0,9,21,6,60
1500000US530330245001,"Block Group 1, Census Tract 245, King County, Washington",1252,1000,47,47,0,0,0,0,0,0,14,14,12,165
1500000US530330245002,"Block Group 2, Census Tract 245, King County, Washington",599,464,46,46,0,0,0,0,0,0,0,0,0,89
1500000US530330245003,"Block Group 3, Census Tract 245, King County, Washington",621,507,0,0,0,0,0,0,0,0,0,14,0,100
1500000US530330246011,"Block Group 1, Census Tract 246.01, King County, Washington",655,489,38,38,0,0,0,0,0,0,0,9,11,108
1500000US530330246012,"Block Group 2, Census Tract 246.01, King County, Washington",565,401,71,71,0,0,0,0,0,0,0,0,26,67
1500000US530330246013,"Block Group 3, Census Tract 246.01, King County, Washington",777,611,57,57,0,0,0,0,0,0,30,0,0,79
1500000US530330246021,"Block Group 1, Census Tract 246.02, King County, Washington",436,367,29,29,0,0,0,0,0,0,0,34,6,0
1500000US530330246022,"Block Group 2, Census Tract 246.02, King County, Washington",952,723,52,46,6,0,0,0,0,0,11,18,0,148
1500000US530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",292,225,42,42,0,0,0,0,0,0,0,0,0,25
1500000US530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",440,348,19,19,0,0,0,0,0,9,0,22,0,42
1500000US530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",801,603,101,88,0,0,13,0,0,0,0,31,12,54
1500000US530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",525,430,19,19,0,0,0,0,0,0,0,0,0,76
1500000US530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",1158,1037,23,23,0,0,0,0,0,0,0,0,19,79
1500000US530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",674,551,45,45,0,0,0,0,0,0,0,0,0,78
1500000US530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",1068,949,80,80,0,0,0,0,0,0,0,0,0,39
1500000US530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",668,515,37,37,0,0,0,0,0,0,0,30,0,86
1500000US530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",623,623,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330248001,"Block Group 1, Census Tract 248, King County, Washington",537,432,61,61,0,0,0,0,0,0,0,0,0,44
1500000US530330248002,"Block Group 2, Census Tract 248, King County, Washington",1285,855,234,234,0,0,0,0,0,10,0,64,0,122
1500000US530330248003,"Block Group 3, Census Tract 248, King County, Washington",1242,890,148,131,0,0,0,17,11,0,0,100,0,93
