id,geographic_area_name,estimate_total,estimate_total_less_than_10_minutes,estimate_total_10_to_14_minutes,estimate_total_15_to_19_minutes,estimate_total_20_to_24_minutes,estimate_total_25_to_29_minutes,estimate_total_30_to_34_minutes,estimate_total_35_to_44_minutes,estimate_total_45_to_59_minutes,estimate_total_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab,estimate_total_public_transportation_excluding_taxicab_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_bus,estimate_total_public_transportation_excluding_taxicab_bus_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_bus_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_bus_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_bus_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_bus_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_bus_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_bus_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_bus_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_bus_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_60_or_more_minutes,estimate_total_walked,estimate_total_walked_less_than_10_minutes,estimate_total_walked_10_to_14_minutes,estimate_total_walked_15_to_19_minutes,estimate_total_walked_20_to_24_minutes,estimate_total_walked_25_to_29_minutes,estimate_total_walked_30_to_34_minutes,estimate_total_walked_35_to_44_minutes,estimate_total_walked_45_to_59_minutes,estimate_total_walked_60_or_more_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means,estimate_total_taxicab_motorcycle_bicycle_or_other_means_less_than_10_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_10_to_14_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_15_to_19_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_20_to_24_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_25_to_29_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_30_to_34_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_35_to_44_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_45_to_59_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_60_or_more_minutes
1500000US530330001001,"Block Group 1, Census Tract 1, King County, Washington",675,38,51,139,188,66,108,34,32,19,33,0,0,0,17,0,0,0,16,0,33,0,0,0,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,12,0,0,20,0,18,17,16,0
1500000US530330001002,"Block Group 2, Census Tract 1, King County, Washington",770,37,37,142,55,96,200,30,120,53,258,0,0,45,0,31,17,30,82,53,244,0,0,45,0,31,17,30,68,53,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330001003,"Block Group 3, Census Tract 1, King County, Washington",752,48,16,54,187,54,113,124,132,24,204,0,0,0,0,0,75,71,34,24,204,0,0,0,0,0,75,71,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,26,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0
1500000US530330001004,"Block Group 4, Census Tract 1, King County, Washington",1264,72,81,102,254,124,183,86,221,141,328,0,0,0,0,20,38,31,151,88,304,0,0,0,0,20,38,31,127,88,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,53
1500000US530330001005,"Block Group 5, Census Tract 1, King County, Washington",806,90,49,36,80,140,169,83,159,0,230,0,0,0,0,14,132,0,84,0,230,0,0,0,0,14,132,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0
1500000US530330002001,"Block Group 1, Census Tract 2, King County, Washington",732,0,0,86,154,78,134,50,212,18,124,0,0,0,0,0,13,14,79,18,124,0,0,0,0,0,13,14,79,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,48,0,0,0,0,15,33,0,0,0
1500000US530330002002,"Block Group 2, Census Tract 2, King County, Washington",593,0,85,0,73,33,89,164,135,14,134,0,0,0,35,14,31,14,40,0,134,0,0,0,35,14,31,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,18,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330002003,"Block Group 3, Census Tract 2, King County, Washington",1217,122,112,130,136,83,164,220,162,88,425,18,0,0,42,45,35,103,110,72,425,18,0,0,42,45,35,103,110,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,32,0,14,14,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0
1500000US530330002004,"Block Group 4, Census Tract 2, King County, Washington",461,30,33,30,13,102,97,84,21,51,188,0,0,0,0,70,26,71,0,21,188,0,0,0,0,70,26,71,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330002005,"Block Group 5, Census Tract 2, King County, Washington",892,94,130,34,99,93,31,76,270,65,193,0,70,0,36,0,31,22,34,0,193,0,70,0,36,0,31,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,188,80,0,0,14,0,0,0,80,14
1500000US530330002006,"Block Group 6, Census Tract 2, King County, Washington",705,19,31,81,82,84,167,85,108,48,147,0,0,0,15,0,24,37,71,0,147,0,0,0,15,0,24,37,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0
1500000US530330003001,"Block Group 1, Census Tract 3, King County, Washington",721,63,73,111,146,45,96,54,109,24,118,0,0,10,1,0,27,7,58,15,118,0,0,10,1,0,27,7,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42,7,0,0,0,0,5,0,0,45,11,0,0,22,0,0,12,0,0
1500000US530330003002,"Block Group 2, Census Tract 3, King County, Washington",1026,140,52,90,95,83,201,124,166,75,172,0,0,0,0,0,34,27,66,45,172,0,0,0,0,0,34,27,66,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,75,0,0,0,0,0,21,28,0,9,0,0,0,0,0,0,9,0,0
1500000US530330004011,"Block Group 1, Census Tract 4.01, King County, Washington",1934,236,261,262,251,216,266,103,214,125,293,0,19,0,0,0,79,0,91,104,293,0,19,0,0,0,79,0,91,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,77,0,0,17,0
1500000US530330004012,"Block Group 2, Census Tract 4.01, King County, Washington",853,36,13,0,192,72,210,108,126,96,113,0,0,0,0,0,0,0,63,50,113,0,0,0,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,36,0,0,0,0,0,18,18,0,0
1500000US530330004013,"Block Group 3, Census Tract 4.01, King County, Washington",607,61,0,80,15,49,153,45,102,102,99,0,0,0,0,0,0,6,44,49,99,0,0,0,0,0,0,6,44,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330004021,"Block Group 1, Census Tract 4.02, King County, Washington",515,14,50,52,74,125,41,84,43,32,118,0,0,0,14,0,0,56,30,18,118,0,0,0,14,0,0,56,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0
1500000US530330004022,"Block Group 2, Census Tract 4.02, King County, Washington",478,1,77,65,84,29,117,45,32,28,136,0,0,0,43,0,50,15,0,28,136,0,0,0,43,0,50,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,50,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330004023,"Block Group 3, Census Tract 4.02, King County, Washington",979,129,62,29,92,187,87,93,126,174,272,0,0,0,0,0,13,55,74,130,272,0,0,0,0,0,13,55,74,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,51,0,0,0,51,0,0,0,0,0
1500000US530330004024,"Block Group 4, Census Tract 4.02, King County, Washington",692,15,48,130,132,0,123,86,101,57,74,0,0,0,0,0,0,0,61,13,74,0,0,0,0,0,0,0,61,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,18,0,34,0,0,0
1500000US530330005001,"Block Group 1, Census Tract 5, King County, Washington",574,35,30,49,139,9,79,39,133,61,48,0,0,0,0,0,0,23,13,12,48,0,0,0,0,0,0,23,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,10,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,20,0
1500000US530330005002,"Block Group 2, Census Tract 5, King County, Washington",377,16,18,61,76,20,95,31,19,41,26,0,0,0,0,0,0,9,9,8,26,0,0,0,0,0,0,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0
1500000US530330005003,"Block Group 3, Census Tract 5, King County, Washington",475,17,9,9,54,87,118,96,36,49,100,0,0,0,0,0,22,29,9,40,100,0,0,0,0,0,22,29,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,0,0,0,0,8,9,0,0
1500000US530330006001,"Block Group 1, Census Tract 6, King County, Washington",709,20,122,70,110,56,170,78,18,65,112,0,0,0,0,0,40,40,0,32,112,0,0,0,0,0,40,40,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,30,0,0,0,0,0,0,59,0,26,0,0,0,0,0,0,33
1500000US530330006002,"Block Group 2, Census Tract 6, King County, Washington",463,26,36,32,35,14,149,70,69,32,146,0,0,0,0,14,45,0,69,18,146,0,0,0,0,14,45,0,69,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330006003,"Block Group 3, Census Tract 6, King County, Washington",808,49,58,190,209,111,161,19,11,0,60,0,0,0,0,0,49,0,11,0,60,0,0,0,0,0,49,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330006004,"Block Group 4, Census Tract 6, King County, Washington",912,89,98,65,206,121,172,58,50,53,122,0,0,0,0,0,36,29,32,25,122,0,0,0,0,0,36,29,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,33,25,0,13,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0
1500000US530330006005,"Block Group 5, Census Tract 6, King County, Washington",649,0,174,10,59,33,93,35,72,173,154,0,0,0,0,0,0,17,0,137,154,0,0,0,0,0,0,17,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0
1500000US530330006006,"Block Group 6, Census Tract 6, King County, Washington",757,14,66,164,119,96,131,58,97,12,188,0,0,0,71,0,32,32,53,0,188,0,0,0,71,0,32,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,71,0,0,0,0,41,0,0,30,0
1500000US530330007001,"Block Group 1, Census Tract 7, King County, Washington",1204,47,62,123,149,102,243,259,87,132,316,0,0,0,15,43,13,95,50,100,300,0,0,0,15,43,13,79,50,100,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,31,0,0,18,13,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0
1500000US530330007002,"Block Group 2, Census Tract 7, King County, Washington",938,49,72,253,185,72,137,20,115,35,267,0,0,34,41,50,31,0,98,13,267,0,0,34,41,50,31,0,98,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,31,0,0,11,0,0,20,0,0,0
1500000US530330007003,"Block Group 3, Census Tract 7, King County, Washington",857,0,107,55,127,34,233,125,115,61,51,0,0,16,0,0,15,0,0,20,51,0,0,16,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,10,0,0,125,0,0
1500000US530330007004,"Block Group 4, Census Tract 7, King County, Washington",326,19,29,0,57,74,79,68,0,0,53,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0
1500000US530330008001,"Block Group 1, Census Tract 8, King County, Washington",559,33,37,62,105,41,103,45,59,74,89,0,0,0,0,0,0,22,11,56,89,0,0,0,0,0,0,22,11,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0
1500000US530330008002,"Block Group 2, Census Tract 8, King County, Washington",890,47,136,65,47,54,175,114,208,44,159,0,0,0,5,22,28,25,43,36,159,0,0,0,5,22,28,25,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,8,8
1500000US530330009001,"Block Group 1, Census Tract 9, King County, Washington",573,23,60,40,46,46,166,84,42,66,127,0,0,0,4,0,40,42,24,17,113,0,0,0,4,0,34,42,24,9,14,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,15,8,0,0,5,0,2,0,0,0
1500000US530330009002,"Block Group 2, Census Tract 9, King County, Washington",420,21,8,44,113,20,124,50,33,7,31,0,0,0,0,4,9,8,10,0,31,0,0,0,0,4,9,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,2,0,0,0,0,0,9,0,5,0,0,0,0,4,0,0
1500000US530330010001,"Block Group 1, Census Tract 10, King County, Washington",432,36,29,50,50,46,98,65,30,28,90,0,0,0,12,10,13,30,7,18,90,0,0,0,12,10,13,30,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,25,0,5,0,0,3,10,7,0,0
1500000US530330010002,"Block Group 2, Census Tract 10, King County, Washington",543,26,64,31,105,35,99,76,75,32,182,0,4,0,26,5,43,36,48,20,182,0,4,0,26,5,43,36,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,45,0,5,0,27,0,0,0,6,7
1500000US530330011001,"Block Group 1, Census Tract 11, King County, Washington",581,14,27,62,141,9,129,82,55,62,77,0,0,0,14,7,18,22,0,16,77,0,0,0,14,7,18,22,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0
1500000US530330011002,"Block Group 2, Census Tract 11, King County, Washington",703,59,28,125,97,91,163,30,69,41,86,0,0,12,20,0,12,0,25,17,86,0,0,12,20,0,12,0,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,10,0,0,0,0,0,0,0,25,0,0,0,13,12,0,0,0,0
1500000US530330012001,"Block Group 1, Census Tract 12, King County, Washington",663,6,110,59,68,112,145,82,21,60,130,0,0,0,18,0,61,0,6,45,130,0,0,0,18,0,61,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,63,0,0,0,18,17,13,0,15,0
1500000US530330012002,"Block Group 2, Census Tract 12, King County, Washington",610,54,70,31,92,81,107,38,124,13,235,0,0,0,61,38,50,22,64,0,235,0,0,0,61,38,50,22,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,48,15,0,0,0,0,0,0,0,47,0,18,0,0,0,0,0,16,13
1500000US530330012003,"Block Group 3, Census Tract 12, King County, Washington",874,80,70,0,56,0,357,116,126,69,412,0,0,0,0,0,182,97,83,50,412,0,0,0,0,0,182,97,83,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19
1500000US530330012004,"Block Group 4, Census Tract 12, King County, Washington",574,96,66,93,50,35,61,72,54,47,192,0,0,0,14,0,61,32,54,31,192,0,0,0,14,0,61,32,54,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16,15,19,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0
1500000US530330012005,"Block Group 5, Census Tract 12, King County, Washington",813,16,46,63,216,74,146,72,118,62,193,0,22,0,0,0,59,33,17,62,193,0,22,0,0,0,59,33,17,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0
1500000US530330013001,"Block Group 1, Census Tract 13, King County, Washington",975,18,43,108,137,85,217,166,125,76,347,0,0,0,14,0,34,122,125,52,347,0,0,0,14,0,34,122,125,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,18,28,0,0,0,0,0
1500000US530330013002,"Block Group 2, Census Tract 13, King County, Washington",778,0,56,189,102,36,140,99,85,71,205,0,0,0,20,0,25,78,40,42,205,0,0,0,20,0,25,78,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0
1500000US530330013003,"Block Group 3, Census Tract 13, King County, Washington",1149,0,81,155,161,215,219,195,56,67,323,0,0,0,0,78,41,160,31,13,323,0,0,0,0,78,41,160,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,14,0,0,14,63,0,0,12,26,0,0,0,25,0
1500000US530330014001,"Block Group 1, Census Tract 14, King County, Washington",730,0,107,45,171,55,120,62,145,25,162,0,0,0,0,0,35,38,64,25,162,0,0,0,0,0,35,38,64,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,73,0,50,0,23,0,0,0,0,0
1500000US530330014002,"Block Group 2, Census Tract 14, King County, Washington",1139,17,38,147,112,17,141,249,199,219,283,0,0,33,0,17,19,0,8,206,283,0,0,33,0,17,19,0,8,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330014003,"Block Group 3, Census Tract 14, King County, Washington",1049,16,162,70,195,31,223,96,114,142,344,0,0,0,32,0,96,35,39,142,344,0,0,0,32,0,96,35,39,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,21,22,0,0,0,0,0,0
1500000US530330014004,"Block Group 4, Census Tract 14, King County, Washington",728,19,14,47,118,100,138,90,143,59,110,0,0,0,0,0,0,9,74,27,110,0,0,0,0,0,0,9,74,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0
1500000US530330015001,"Block Group 1, Census Tract 15, King County, Washington",846,55,88,159,64,104,102,93,165,16,153,0,0,45,0,0,0,38,70,0,153,0,0,45,0,0,0,38,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,43,0,0,0,24,0,10,0,9,0
1500000US530330015002,"Block Group 2, Census Tract 15, King County, Washington",553,20,44,8,50,39,189,84,78,41,116,0,9,0,0,0,9,30,55,13,107,0,9,0,0,0,0,30,55,13,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330016001,"Block Group 1, Census Tract 16, King County, Washington",759,11,96,67,113,26,144,69,157,76,205,0,0,10,0,0,33,22,79,61,205,0,0,10,0,0,33,22,79,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330016002,"Block Group 2, Census Tract 16, King County, Washington",735,74,72,100,101,129,114,58,66,21,81,0,0,0,0,0,11,10,53,7,81,0,0,0,0,0,11,10,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,0,10,0,0,20,0,0,0,10,0,0,10,0,0,0,0,0,0
1500000US530330016003,"Block Group 3, Census Tract 16, King County, Washington",882,73,98,55,38,92,105,143,135,143,192,0,0,0,0,0,0,20,85,87,192,0,0,0,0,0,0,20,85,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,38,0,0,0,0,19,0,11,8,0
1500000US530330017011,"Block Group 1, Census Tract 17.01, King County, Washington",1319,70,82,119,150,73,173,243,191,218,651,0,0,32,0,28,91,163,119,218,607,0,0,32,0,28,91,163,119,174,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,44,1,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,9,13,0,0
1500000US530330017012,"Block Group 2, Census Tract 17.01, King County, Washington",825,57,165,84,97,42,166,50,111,53,185,0,0,0,9,0,57,0,97,22,185,0,0,0,9,0,57,0,97,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,24,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0
1500000US530330017013,"Block Group 3, Census Tract 17.01, King County, Washington",630,70,112,21,34,39,81,124,123,26,253,0,0,0,0,0,46,108,73,26,253,0,0,0,0,0,46,108,73,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,38,0,0,0,3,0,7,32,0
1500000US530330017021,"Block Group 1, Census Tract 17.02, King County, Washington",1175,0,29,67,223,33,359,114,251,99,351,0,0,0,13,13,14,72,140,99,351,0,0,0,13,13,14,72,140,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0
1500000US530330017022,"Block Group 2, Census Tract 17.02, King County, Washington",632,40,54,36,59,94,61,108,102,78,206,0,0,0,0,0,24,73,52,57,206,0,0,0,0,0,24,73,52,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,20,20,0,0
1500000US530330017023,"Block Group 3, Census Tract 17.02, King County, Washington",633,27,12,16,246,73,135,56,27,41,129,0,0,0,31,0,31,14,12,41,129,0,0,0,31,0,31,14,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330017024,"Block Group 4, Census Tract 17.02, King County, Washington",454,98,85,13,38,16,47,46,99,12,70,0,0,0,0,0,0,14,44,12,70,0,0,0,0,0,0,14,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,46,66,0,0,0,0,0,0,0,69,52,0,0,0,0,0,0,17,0
1500000US530330018001,"Block Group 1, Census Tract 18, King County, Washington",832,18,52,29,224,19,161,176,104,49,199,0,0,0,18,0,28,41,63,49,183,0,0,0,18,0,28,41,63,33,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
