id,geographic_area_name,estimate_total,estimate_total_less_than_10_minutes,estimate_total_10_to_14_minutes,estimate_total_15_to_19_minutes,estimate_total_20_to_24_minutes,estimate_total_25_to_29_minutes,estimate_total_30_to_34_minutes,estimate_total_35_to_44_minutes,estimate_total_45_to_59_minutes,estimate_total_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab,estimate_total_public_transportation_excluding_taxicab_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_bus,estimate_total_public_transportation_excluding_taxicab_bus_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_bus_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_bus_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_bus_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_bus_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_bus_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_bus_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_bus_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_bus_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_subway_or_elevated_rail_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico_60_or_more_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_less_than_10_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_10_to_14_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_15_to_19_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_20_to_24_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_25_to_29_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_30_to_34_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_35_to_44_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_45_to_59_minutes,estimate_total_public_transportation_excluding_taxicab_long_distance_train_or_commuter_rail_or_ferryboat_60_or_more_minutes,estimate_total_walked,estimate_total_walked_less_than_10_minutes,estimate_total_walked_10_to_14_minutes,estimate_total_walked_15_to_19_minutes,estimate_total_walked_20_to_24_minutes,estimate_total_walked_25_to_29_minutes,estimate_total_walked_30_to_34_minutes,estimate_total_walked_35_to_44_minutes,estimate_total_walked_45_to_59_minutes,estimate_total_walked_60_or_more_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means,estimate_total_taxicab_motorcycle_bicycle_or_other_means_less_than_10_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_10_to_14_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_15_to_19_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_20_to_24_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_25_to_29_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_30_to_34_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_35_to_44_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_45_to_59_minutes,estimate_total_taxicab_motorcycle_bicycle_or_other_means_60_or_more_minutes
1500000US530330093003,"Block Group 3, Census Tract 93, King County, Washington",567,29,31,76,24,35,126,21,82,143,168,0,0,0,7,0,17,0,37,107,168,0,0,0,7,0,17,0,37,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,12,7,0,0
1500000US530330094001,"Block Group 1, Census Tract 94, King County, Washington",1393,0,65,171,282,115,272,129,279,80,467,0,0,25,148,25,63,34,155,17,398,0,0,25,116,0,63,34,143,17,69,0,0,0,32,25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,16,0,51,0,95,0,0,0,0,0,0,95,0,0
1500000US530330094002,"Block Group 2, Census Tract 94, King County, Washington",600,14,97,109,161,34,70,51,30,34,168,0,0,40,36,0,14,51,13,14,168,0,0,40,36,0,14,51,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330094003,"Block Group 3, Census Tract 94, King County, Washington",515,14,47,61,153,23,70,91,37,19,105,0,0,0,38,0,32,35,0,0,65,0,0,0,15,0,32,18,0,0,40,0,0,0,23,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,59,0,19,0,0,0,0,20,20,0,34,0,0,0,0,0,18,16,0,0
1500000US530330094004,"Block Group 4, Census Tract 94, King County, Washington",739,36,69,220,82,88,34,40,90,80,361,0,34,56,73,43,0,0,90,65,217,0,34,56,0,43,0,0,53,31,128,0,0,0,73,0,0,0,37,18,16,0,0,0,0,0,0,0,0,16,75,36,20,19,0,0,0,0,0,0,38,0,15,0,0,23,0,0,0,0
1500000US530330094005,"Block Group 5, Census Tract 94, King County, Washington",868,70,109,115,192,71,106,76,53,76,299,0,0,0,16,36,102,16,53,76,265,0,0,0,16,36,102,16,19,76,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,53,0,0,34,0,19,0,0,0,0,129,0,52,0,17,0,0,60,0,0
1500000US530330095001,"Block Group 1, Census Tract 95, King County, Washington",971,39,109,235,217,102,98,51,94,26,139,0,0,0,16,15,16,37,44,11,139,0,0,0,16,15,16,37,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,23,22,0,0,16,0,0,0,20,0,0,20,0,0,0,0,0,0
1500000US530330095002,"Block Group 2, Census Tract 95, King County, Washington",936,114,0,129,223,93,208,85,58,26,297,0,0,0,132,18,33,54,34,26,251,0,0,0,86,18,33,54,34,26,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,69,0,0,0,0,0,0,43,0,0,11,32,0,0,0,0,0
1500000US530330095003,"Block Group 3, Census Tract 95, King County, Washington",718,85,26,130,126,105,118,36,43,49,169,0,0,0,52,42,30,0,23,22,100,0,0,0,40,0,15,0,23,22,69,0,0,0,12,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,49,0,0,0,0,0,0,63,0,0,0,0,45,0,18,0,0
1500000US530330095004,"Block Group 4, Census Tract 95, King County, Washington",867,54,49,0,151,110,208,111,163,21,298,0,7,0,59,24,86,22,79,21,134,0,7,0,0,24,20,0,62,21,164,0,0,0,59,0,66,22,17,0,0,0,0,0,0,0,0,0,0,0,28,14,14,0,0,0,0,0,0,0,63,0,0,0,0,41,0,0,22,0
1500000US530330096001,"Block Group 1, Census Tract 96, King County, Washington",513,0,0,226,26,20,89,66,73,13,175,0,0,0,0,0,73,16,73,13,13,0,0,0,0,0,0,0,0,13,54,0,0,0,0,0,21,0,33,0,108,0,0,0,0,0,52,16,40,0,3,0,0,0,0,3,0,0,0,0,34,0,0,34,0,0,0,0,0,0
1500000US530330096002,"Block Group 2, Census Tract 96, King County, Washington",699,100,83,145,0,68,96,12,81,114,150,0,0,0,0,17,0,12,32,89,150,0,0,0,0,17,0,12,32,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330096003,"Block Group 3, Census Tract 96, King County, Washington",386,28,0,119,13,35,89,48,13,41,31,0,0,0,0,0,15,0,0,16,31,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0
1500000US530330096004,"Block Group 4, Census Tract 96, King County, Washington",680,0,0,87,156,57,86,89,76,129,109,0,0,0,8,0,0,0,34,67,57,0,0,0,8,0,0,0,34,15,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13
1500000US530330096005,"Block Group 5, Census Tract 96, King County, Washington",545,39,0,44,77,116,102,45,111,11,77,0,0,0,0,0,21,16,29,11,48,0,0,0,0,0,21,16,0,11,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,0
1500000US530330097011,"Block Group 1, Census Tract 97.01, King County, Washington",955,91,16,71,194,120,207,83,139,34,100,0,0,0,20,0,28,23,29,0,83,0,0,0,20,0,28,23,12,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,72,59,0,13,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0
1500000US530330097012,"Block Group 2, Census Tract 97.01, King County, Washington",516,0,0,0,118,97,125,86,56,34,71,0,0,0,0,18,26,14,13,0,53,0,0,0,0,0,26,14,13,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,17,56,0,0
1500000US530330097013,"Block Group 3, Census Tract 97.01, King County, Washington",664,0,43,83,51,51,209,103,124,0,34,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,58,0,0,0
1500000US530330097014,"Block Group 4, Census Tract 97.01, King County, Washington",864,90,74,20,86,117,207,68,134,68,110,0,0,0,0,0,51,13,46,0,82,0,0,0,0,0,36,0,46,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330097021,"Block Group 1, Census Tract 97.02, King County, Washington",558,43,29,47,96,58,157,33,60,35,147,0,0,0,0,10,104,12,21,0,147,0,0,0,0,10,104,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330097022,"Block Group 2, Census Tract 97.02, King County, Washington",588,121,43,0,37,53,172,22,40,100,116,0,0,0,0,0,46,8,32,30,116,0,0,0,0,0,46,8,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,43,0,20,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0
1500000US530330097023,"Block Group 3, Census Tract 97.02, King County, Washington",405,62,25,53,95,58,30,10,72,0,26,0,9,0,0,0,9,0,8,0,26,0,9,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,15,9,0,0,0,0
1500000US530330097024,"Block Group 4, Census Tract 97.02, King County, Washington",500,70,11,89,47,17,120,10,107,29,60,0,0,20,0,0,30,0,0,10,45,0,0,20,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,48,48,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,21,19
1500000US530330097025,"Block Group 5, Census Tract 97.02, King County, Washington",691,17,46,98,165,40,99,139,43,44,106,0,0,0,9,21,33,43,0,0,85,0,0,0,9,0,33,43,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330098001,"Block Group 1, Census Tract 98, King County, Washington",772,16,56,103,272,69,80,51,65,60,148,0,0,0,39,33,0,14,43,19,148,0,0,0,39,33,0,14,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0
1500000US530330098002,"Block Group 2, Census Tract 98, King County, Washington",584,71,22,41,23,0,137,111,109,70,155,0,0,0,0,0,52,15,53,35,125,0,0,0,0,0,37,0,53,35,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,23,0,0,21,0,18
1500000US530330098003,"Block Group 3, Census Tract 98, King County, Washington",756,3,57,15,229,76,195,80,49,52,132,0,0,0,21,41,16,22,17,15,117,0,0,0,21,41,16,22,17,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330098004,"Block Group 4, Census Tract 98, King County, Washington",914,15,37,0,179,87,185,144,209,58,183,0,19,0,0,0,16,30,99,19,183,0,19,0,0,0,16,30,99,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330098005,"Block Group 5, Census Tract 98, King County, Washington",798,41,138,68,104,16,158,106,131,36,141,0,0,0,0,0,0,18,104,19,125,0,0,0,0,0,0,18,88,19,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,96,0,78,18,0,0,0,0,0,0,29,0,0,0,0,0,0,14,15,0
1500000US530330099001,"Block Group 1, Census Tract 99, King County, Washington",707,57,96,18,198,40,132,71,79,16,195,0,0,0,43,17,24,38,57,16,195,0,0,0,43,17,24,38,57,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0
1500000US530330099002,"Block Group 2, Census Tract 99, King County, Washington",894,58,99,199,120,42,121,90,130,35,101,29,0,0,42,0,0,0,30,0,101,29,0,0,42,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,20,0,0,8,12,0,0,0,0,0
1500000US530330099003,"Block Group 3, Census Tract 99, King County, Washington",1056,133,124,50,276,25,198,72,55,123,301,0,0,12,109,10,118,0,0,52,282,0,0,12,109,10,118,0,0,33,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,26,0,0,15,0,0,0,11,0,0,10,0,0,10,0,0,0,0,0,0
1500000US530330099004,"Block Group 4, Census Tract 99, King County, Washington",920,119,41,60,167,167,228,74,50,14,90,0,0,15,36,19,20,0,0,0,75,0,0,0,36,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330100011,"Block Group 1, Census Tract 100.01, King County, Washington",666,45,110,22,61,71,144,111,86,16,259,0,0,9,24,37,32,71,86,0,85,0,0,0,13,0,32,40,0,0,156,0,0,0,11,37,0,22,86,0,18,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0
1500000US530330100012,"Block Group 2, Census Tract 100.01, King County, Washington",705,20,82,97,105,47,131,109,18,96,178,0,9,39,5,14,28,39,9,35,167,0,9,39,0,8,28,39,9,35,11,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,4,0,0,0,23,0,0,41,42,0,0,10,4,0,0,8,0,20
1500000US530330100013,"Block Group 3, Census Tract 100.01, King County, Washington",555,54,138,19,118,45,58,15,74,34,205,0,42,19,10,30,48,15,22,19,88,0,0,19,10,18,39,2,0,0,117,0,42,0,0,12,9,13,22,19,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,61,51,10,0,0,0,0,0,0,0
1500000US530330100021,"Block Group 1, Census Tract 100.02, King County, Washington",456,10,69,54,77,38,114,28,27,39,116,0,8,0,11,0,78,10,9,0,23,0,0,0,0,0,13,10,0,0,93,0,8,0,11,0,65,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,20,10,0,0,10,0,0,0,0,0
1500000US530330100022,"Block Group 2, Census Tract 100.02, King County, Washington",966,43,102,349,131,78,45,182,17,19,315,0,11,69,76,57,8,85,0,9,193,0,11,0,56,42,0,75,0,9,122,0,0,69,20,15,8,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,39,0,11,0,28,0,0,0,0,0
1500000US530330100023,"Block Group 3, Census Tract 100.02, King County, Washington",353,9,52,80,16,10,50,80,32,24,133,0,17,25,16,0,0,52,14,9,60,0,8,0,0,0,0,52,0,0,73,0,9,25,16,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330100024,"Block Group 4, Census Tract 100.02, King County, Washington",876,100,105,102,95,34,145,123,125,47,309,0,7,8,0,10,47,90,117,30,157,0,0,8,0,10,11,63,44,21,145,0,7,0,0,0,36,20,73,9,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,9,0,10
1500000US530330101001,"Block Group 1, Census Tract 101, King County, Washington",485,0,22,22,95,45,101,67,93,40,78,0,0,0,0,0,0,20,58,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,58,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,34,0,0,18,17,0
1500000US530330101002,"Block Group 2, Census Tract 101, King County, Washington",652,22,93,21,83,31,154,128,40,80,122,0,0,0,0,0,33,0,19,70,84,0,0,0,0,0,33,0,0,51,38,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330101003,"Block Group 3, Census Tract 101, King County, Washington",750,0,47,68,115,53,135,109,161,62,304,0,0,37,15,18,48,82,83,21,198,0,0,37,0,18,0,82,40,21,66,0,0,0,0,0,23,0,43,0,40,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0
1500000US530330101004,"Block Group 4, Census Tract 101, King County, Washington",1177,13,0,239,60,140,193,116,122,294,484,0,0,26,0,54,77,34,50,243,398,0,0,26,0,54,77,16,0,225,86,0,0,0,0,0,0,18,50,18,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,68,0,0,0,15,17,0,0,20,16
1500000US530330101005,"Block Group 5, Census Tract 101, King County, Washington",1024,0,83,62,71,91,346,88,126,157,226,0,0,0,0,0,111,50,39,26,172,0,0,0,0,0,111,35,0,26,54,0,0,0,0,0,0,15,39,0,0,0,0,0,0,0,0,0,0,0,78,0,42,26,10,0,0,0,0,0,108,0,0,0,0,30,12,0,13,53
1500000US530330102001,"Block Group 1, Census Tract 102, King County, Washington",805,53,10,38,121,54,262,60,148,59,171,0,0,0,0,0,64,35,63,9,72,0,0,0,0,0,53,0,10,9,92,0,0,0,0,0,11,35,46,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,10,0,35,5,12,8
1500000US530330102002,"Block Group 2, Census Tract 102, King County, Washington",394,57,18,34,37,38,114,19,38,39,84,0,0,0,0,10,34,10,30,0,25,0,0,0,0,0,13,0,12,0,59,0,0,0,0,10,21,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,9
1500000US530330102003,"Block Group 3, Census Tract 102, King County, Washington",592,48,9,75,88,44,120,94,83,31,88,0,0,0,13,10,9,5,33,18,47,0,0,0,0,0,0,5,33,9,28,0,0,0,0,10,9,0,0,9,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,14,0,18,11,12,0,13
1500000US530330102004,"Block Group 4, Census Tract 102, King County, Washington",749,34,0,86,134,71,146,102,100,76,180,0,0,0,0,8,10,29,66,67,27,0,0,0,0,0,0,9,10,8,153,0,0,0,0,8,10,20,56,59,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,33,0,0,0,9,0,8,0,16,0
1500000US530330103001,"Block Group 1, Census Tract 103, King County, Washington",451,105,0,43,43,29,49,45,48,89,67,0,0,0,0,0,0,12,13,42,42,0,0,0,0,0,0,0,0,42,25,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,42,17,0,0,11,0,14,0,0,0
1500000US530330103002,"Block Group 2, Census Tract 103, King County, Washington",611,5,57,229,0,14,56,94,84,72,138,0,0,0,0,0,0,15,51,72,108,0,0,0,0,0,0,15,37,56,30,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,26,5,21,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0
1500000US530330103003,"Block Group 3, Census Tract 103, King County, Washington",975,0,105,118,223,22,324,57,33,93,104,0,0,0,90,0,0,0,14,0,90,0,0,0,90,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0
1500000US530330103004,"Block Group 4, Census Tract 103, King County, Washington",1127,13,52,92,148,86,224,170,260,82,412,0,0,0,16,42,86,44,142,82,172,0,0,0,0,0,0,0,90,82,240,0,0,0,16,42,86,44,52,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0
1500000US530330103005,"Block Group 5, Census Tract 103, King County, Washington",753,14,14,56,92,47,206,147,89,88,346,0,0,0,13,8,91,111,62,61,104,0,0,0,0,8,8,43,0,45,242,0,0,0,13,0,83,68,62,16,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,64,0,0,6,15,15,14,0,14,0
1500000US530330104011,"Block Group 1, Census Tract 104.01, King County, Washington",402,24,39,101,30,38,50,36,51,33,89,0,0,13,0,0,23,13,40,0,27,0,0,13,0,0,0,4,10,0,62,0,0,0,0,0,23,9,30,0,0,0,0,0,0,0,0,0,0,0,53,14,0,31,0,0,0,0,0,8,13,0,0,0,13,0,0,0,0,0
1500000US530330104012,"Block Group 2, Census Tract 104.01, King County, Washington",1135,26,109,141,306,112,181,66,144,50,213,0,0,5,0,0,42,19,115,32,130,0,0,0,0,0,42,19,51,18,83,0,0,5,0,0,0,0,64,14,0,0,0,0,0,0,0,0,0,0,20,0,9,0,11,0,0,0,0,0,19,0,0,13,0,6,0,0,0,0
1500000US530330104013,"Block Group 3, Census Tract 104.01, King County, Washington",625,7,27,168,38,32,103,103,110,37,124,0,0,0,6,0,19,13,86,0,90,0,0,0,6,0,19,13,52,0,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,11
1500000US530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",886,37,124,62,175,54,173,82,111,68,209,0,0,10,32,0,46,17,36,68,185,0,0,10,32,0,30,9,36,68,24,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,24,0,0,0,0,0,0,14,10,0
1500000US530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",833,20,55,138,109,102,176,120,17,96,98,0,0,0,0,0,23,44,0,31,98,0,0,0,0,0,23,44,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",449,35,35,42,49,81,65,68,54,20,123,0,0,0,11,24,34,12,42,0,82,0,0,0,0,24,34,12,12,0,41,0,0,0,11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",607,0,28,64,141,47,152,59,80,36,171,0,0,0,0,0,84,59,28,0,163,0,0,0,0,0,76,59,28,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,11,0,11,0,0,2
1500000US530330105001,"Block Group 1, Census Tract 105, King County, Washington",557,0,71,16,112,23,191,26,118,0,232,0,0,0,16,23,75,0,118,0,150,0,0,0,16,23,75,0,36,0,82,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330105002,"Block Group 2, Census Tract 105, King County, Washington",777,51,69,139,117,101,130,34,91,45,184,0,0,0,55,14,17,0,53,45,184,0,0,0,55,14,17,0,53,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530330105003,"Block Group 3, Census Tract 105, King County, Washington",604,0,31,127,0,35,146,63,170,32,136,0,0,10,0,0,16,25,62,23,136,0,0,10,0,0,16,25,62,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,14,0,0,0,0,0,0,9
1500000US530330105004,"Block Group 4, Census Tract 105, King County, Washington",2364,176,79,155,354,171,559,270,397,203,662,0,0,0,69,157,185,84,73,94,662,0,0,0,69,157,185,84,73,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,0,0,0,0,164,0,0,0,0,0,67,33,64,0
