id,geographic_area_name,estimate_total,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races,estimate_total_two_or_more_races_two_races_including_some_other_race,estimate_total_two_or_more_races_two_races_excluding_some_other_race_and_three_or_more_races
1500000US530330293053,"Block Group 3, Census Tract 293.05, King County, Washington",1084,705,29,0,160,0,180,10,10,0
1500000US530330293054,"Block Group 4, Census Tract 293.05, King County, Washington",799,414,144,0,210,0,31,0,0,0
1500000US530330293061,"Block Group 1, Census Tract 293.06, King County, Washington",2160,1083,114,54,829,0,42,38,0,38
1500000US530330293062,"Block Group 2, Census Tract 293.06, King County, Washington",1596,991,77,13,464,0,14,37,0,37
1500000US530330293071,"Block Group 1, Census Tract 293.07, King County, Washington",1490,870,0,0,510,0,27,83,0,83
1500000US530330293072,"Block Group 2, Census Tract 293.07, King County, Washington",1774,1001,72,68,408,0,130,95,9,86
1500000US530330293073,"Block Group 3, Census Tract 293.07, King County, Washington",1050,721,1,0,286,11,11,20,10,10
1500000US530330294031,"Block Group 1, Census Tract 294.03, King County, Washington",2496,829,367,0,962,0,264,74,0,74
1500000US530330294032,"Block Group 2, Census Tract 294.03, King County, Washington",1074,548,146,7,365,0,8,0,0,0
1500000US530330294033,"Block Group 3, Census Tract 294.03, King County, Washington",2446,923,329,13,610,0,474,97,11,86
1500000US530330294051,"Block Group 1, Census Tract 294.05, King County, Washington",1525,619,108,2,500,0,224,72,0,72
1500000US530330294052,"Block Group 2, Census Tract 294.05, King County, Washington",1533,883,35,0,479,0,38,98,0,98
1500000US530330294053,"Block Group 3, Census Tract 294.05, King County, Washington",1067,836,8,0,72,0,0,151,140,11
1500000US530330294054,"Block Group 4, Census Tract 294.05, King County, Washington",715,515,17,0,144,0,6,33,0,33
1500000US530330294055,"Block Group 5, Census Tract 294.05, King County, Washington",958,474,105,0,245,0,0,134,0,134
1500000US530330294061,"Block Group 1, Census Tract 294.06, King County, Washington",2239,1040,168,0,913,0,11,107,0,107
1500000US530330294062,"Block Group 2, Census Tract 294.06, King County, Washington",2984,1281,246,53,1096,0,195,113,10,103
1500000US530330294071,"Block Group 1, Census Tract 294.07, King County, Washington",1845,677,221,0,511,74,207,155,23,132
1500000US530330294072,"Block Group 2, Census Tract 294.07, King County, Washington",2207,1063,185,8,407,0,79,465,0,465
1500000US530330294073,"Block Group 3, Census Tract 294.07, King County, Washington",902,438,29,0,215,65,102,53,19,34
1500000US530330294081,"Block Group 1, Census Tract 294.08, King County, Washington",974,524,24,7,291,0,39,89,18,71
1500000US530330294082,"Block Group 2, Census Tract 294.08, King County, Washington",1285,523,106,0,379,0,215,62,25,37
1500000US530330294083,"Block Group 3, Census Tract 294.08, King County, Washington",1828,410,213,0,176,54,679,296,0,296
1500000US530330295021,"Block Group 1, Census Tract 295.02, King County, Washington",3489,1510,443,0,926,298,56,256,16,240
1500000US530330295022,"Block Group 2, Census Tract 295.02, King County, Washington",1196,650,53,51,243,0,79,120,0,120
1500000US530330295023,"Block Group 3, Census Tract 295.02, King County, Washington",1615,804,17,0,723,0,50,21,0,21
1500000US530330295024,"Block Group 4, Census Tract 295.02, King County, Washington",1457,628,303,0,383,0,0,143,20,123
1500000US530330295031,"Block Group 1, Census Tract 295.03, King County, Washington",1289,562,73,0,600,1,0,53,15,38
1500000US530330295032,"Block Group 2, Census Tract 295.03, King County, Washington",1825,940,681,0,102,16,27,59,0,59
1500000US530330295033,"Block Group 3, Census Tract 295.03, King County, Washington",2383,644,990,58,483,17,132,59,17,42
1500000US530330295034,"Block Group 4, Census Tract 295.03, King County, Washington",1231,395,406,0,300,19,44,67,0,67
1500000US530330295035,"Block Group 5, Census Tract 295.03, King County, Washington",2247,697,0,0,315,212,827,196,47,149
1500000US530330295041,"Block Group 1, Census Tract 295.04, King County, Washington",1353,602,271,3,285,52,0,140,0,140
1500000US530330295042,"Block Group 2, Census Tract 295.04, King County, Washington",2255,746,422,0,424,0,408,255,0,255
1500000US530330295043,"Block Group 3, Census Tract 295.04, King County, Washington",2396,995,407,8,273,0,272,441,81,360
1500000US530330296011,"Block Group 1, Census Tract 296.01, King County, Washington",1871,694,125,74,858,0,58,62,0,62
1500000US530330296012,"Block Group 2, Census Tract 296.01, King County, Washington",1090,604,20,0,431,0,0,35,0,35
1500000US530330296013,"Block Group 3, Census Tract 296.01, King County, Washington",2092,917,910,0,240,0,0,25,0,25
1500000US530330296014,"Block Group 4, Census Tract 296.01, King County, Washington",1032,527,12,26,135,0,46,286,38,248
1500000US530330296015,"Block Group 5, Census Tract 296.01, King County, Washington",1493,399,301,0,560,36,14,183,0,183
1500000US530330296021,"Block Group 1, Census Tract 296.02, King County, Washington",1179,1010,27,0,66,0,0,76,0,76
1500000US530330296022,"Block Group 2, Census Tract 296.02, King County, Washington",1603,1168,85,1,293,0,8,48,0,48
1500000US530330296023,"Block Group 3, Census Tract 296.02, King County, Washington",3511,1932,95,0,922,11,217,334,62,272
1500000US530330297001,"Block Group 1, Census Tract 297, King County, Washington",1683,926,162,0,194,0,301,100,0,100
1500000US530330297002,"Block Group 2, Census Tract 297, King County, Washington",1561,1139,0,0,155,0,250,17,0,17
1500000US530330297003,"Block Group 3, Census Tract 297, King County, Washington",1479,1051,210,0,76,0,77,65,11,54
1500000US530330297004,"Block Group 4, Census Tract 297, King County, Washington",1118,584,128,26,76,6,187,111,0,111
1500000US530330297005,"Block Group 5, Census Tract 297, King County, Washington",1869,813,439,64,223,0,269,61,0,61
1500000US530330298011,"Block Group 1, Census Tract 298.01, King County, Washington",2365,1401,395,30,240,0,0,299,14,285
1500000US530330298012,"Block Group 2, Census Tract 298.01, King County, Washington",1689,1150,297,0,25,15,123,79,42,37
1500000US530330298013,"Block Group 3, Census Tract 298.01, King County, Washington",1934,1052,42,0,257,430,50,103,0,103
1500000US530330298014,"Block Group 4, Census Tract 298.01, King County, Washington",1473,738,0,0,390,23,16,306,0,306
1500000US530330298015,"Block Group 5, Census Tract 298.01, King County, Washington",2341,942,58,0,172,51,837,281,75,206
1500000US530330298021,"Block Group 1, Census Tract 298.02, King County, Washington",684,386,48,60,50,27,89,24,0,24
1500000US530330298022,"Block Group 2, Census Tract 298.02, King County, Washington",1041,676,18,0,76,0,208,63,0,63
1500000US530330298023,"Block Group 3, Census Tract 298.02, King County, Washington",2141,841,259,0,579,129,303,30,0,30
1500000US530330298024,"Block Group 4, Census Tract 298.02, King County, Washington",946,706,0,48,103,0,0,89,0,89
1500000US530330298025,"Block Group 5, Census Tract 298.02, King County, Washington",1635,941,114,16,0,0,320,244,0,244
1500000US530330298026,"Block Group 6, Census Tract 298.02, King County, Washington",2869,1778,13,0,788,0,156,134,0,134
1500000US530330299011,"Block Group 1, Census Tract 299.01, King County, Washington",1808,1363,125,0,121,53,0,146,0,146
1500000US530330299012,"Block Group 2, Census Tract 299.01, King County, Washington",1079,606,175,0,193,0,44,61,0,61
1500000US530330299013,"Block Group 3, Census Tract 299.01, King County, Washington",1646,1268,68,30,151,0,10,119,0,119
1500000US530330299021,"Block Group 1, Census Tract 299.02, King County, Washington",1189,873,75,11,101,0,39,90,0,90
1500000US530330299022,"Block Group 2, Census Tract 299.02, King County, Washington",1504,839,232,0,260,16,20,137,0,137
1500000US530330299023,"Block Group 3, Census Tract 299.02, King County, Washington",2128,1298,17,0,490,36,93,194,54,140
1500000US530330300031,"Block Group 1, Census Tract 300.03, King County, Washington",1018,745,60,0,96,0,22,95,0,95
1500000US530330300032,"Block Group 2, Census Tract 300.03, King County, Washington",1470,1092,40,13,45,0,153,127,30,97
1500000US530330300033,"Block Group 3, Census Tract 300.03, King County, Washington",1313,755,0,0,185,36,13,324,299,25
1500000US530330300034,"Block Group 4, Census Tract 300.03, King County, Washington",1263,718,166,0,96,0,54,229,0,229
1500000US530330300035,"Block Group 5, Census Tract 300.03, King County, Washington",1460,173,676,0,0,17,579,15,0,15
1500000US530330300041,"Block Group 1, Census Tract 300.04, King County, Washington",2168,483,408,0,54,438,739,46,0,46
1500000US530330300042,"Block Group 2, Census Tract 300.04, King County, Washington",1804,603,643,0,189,18,266,85,22,63
1500000US530330300043,"Block Group 3, Census Tract 300.04, King County, Washington",1164,370,128,0,22,0,461,183,0,183
1500000US530330300044,"Block Group 4, Census Tract 300.04, King County, Washington",1066,435,109,0,219,234,67,2,0,2
1500000US530330300045,"Block Group 5, Census Tract 300.04, King County, Washington",1362,193,827,0,192,0,133,17,0,17
1500000US530330300046,"Block Group 6, Census Tract 300.04, King County, Washington",1324,540,332,0,78,0,270,104,0,104
1500000US530330300051,"Block Group 1, Census Tract 300.05, King County, Washington",2544,877,74,0,246,13,1303,31,15,16
1500000US530330300052,"Block Group 2, Census Tract 300.05, King County, Washington",1358,945,89,0,132,7,38,147,13,134
1500000US530330300053,"Block Group 3, Census Tract 300.05, King County, Washington",2017,639,311,12,363,0,521,171,67,104
1500000US530330300061,"Block Group 1, Census Tract 300.06, King County, Washington",2212,996,298,49,179,71,487,132,62,70
1500000US530330300062,"Block Group 2, Census Tract 300.06, King County, Washington",1752,637,534,10,362,22,126,61,6,55
1500000US530330301001,"Block Group 1, Census Tract 301, King County, Washington",952,615,112,0,151,0,0,74,0,74
1500000US530330301002,"Block Group 2, Census Tract 301, King County, Washington",1055,919,14,0,75,0,0,47,0,47
1500000US530330301003,"Block Group 3, Census Tract 301, King County, Washington",1433,1120,44,167,66,0,0,36,0,36
1500000US530330301004,"Block Group 4, Census Tract 301, King County, Washington",990,538,0,18,30,67,150,187,0,187
1500000US530330301005,"Block Group 5, Census Tract 301, King County, Washington",1340,496,659,0,14,65,0,106,85,21
1500000US530330301006,"Block Group 6, Census Tract 301, King County, Washington",1007,778,0,26,55,0,0,148,0,148
1500000US530330301007,"Block Group 7, Census Tract 301, King County, Washington",791,728,33,0,15,0,0,15,0,15
1500000US530330302011,"Block Group 1, Census Tract 302.01, King County, Washington",1129,707,148,9,61,0,38,166,0,166
1500000US530330302012,"Block Group 2, Census Tract 302.01, King County, Washington",1295,525,252,56,92,124,226,20,0,20
1500000US530330302013,"Block Group 3, Census Tract 302.01, King County, Washington",1551,1435,33,0,59,0,0,24,0,24
1500000US530330302014,"Block Group 4, Census Tract 302.01, King County, Washington",1501,598,73,17,283,0,286,244,50,194
1500000US530330302021,"Block Group 1, Census Tract 302.02, King County, Washington",900,403,60,15,85,0,173,164,97,67
1500000US530330302022,"Block Group 2, Census Tract 302.02, King County, Washington",1549,988,115,0,271,0,26,149,0,149
1500000US530330302023,"Block Group 3, Census Tract 302.02, King County, Washington",777,413,139,0,109,0,0,116,24,92
1500000US530330302024,"Block Group 4, Census Tract 302.02, King County, Washington",2234,1361,311,0,58,12,390,102,0,102
1500000US530330302025,"Block Group 5, Census Tract 302.02, King County, Washington",1780,706,555,0,416,0,0,103,0,103
1500000US530330303041,"Block Group 1, Census Tract 303.04, King County, Washington",1882,1076,65,0,584,0,106,51,26,25
1500000US530330303042,"Block Group 2, Census Tract 303.04, King County, Washington",2334,1135,733,0,208,23,46,189,45,144
1500000US530330303051,"Block Group 1, Census Tract 303.05, King County, Washington",1501,1024,326,14,62,0,26,49,9,40
1500000US530330303052,"Block Group 2, Census Tract 303.05, King County, Washington",1997,1223,182,0,463,0,6,123,25,98
1500000US530330303053,"Block Group 3, Census Tract 303.05, King County, Washington",1483,1112,158,12,149,0,16,36,0,36
1500000US530330303061,"Block Group 1, Census Tract 303.06, King County, Washington",1470,1062,55,0,114,0,199,40,0,40
1500000US530330303062,"Block Group 2, Census Tract 303.06, King County, Washington",1169,468,343,38,119,0,48,153,0,153
1500000US530330303063,"Block Group 3, Census Tract 303.06, King County, Washington",1585,1064,26,43,216,2,99,135,8,127
1500000US530330303064,"Block Group 4, Census Tract 303.06, King County, Washington",1292,655,231,9,132,0,183,82,35,47
1500000US530330303081,"Block Group 1, Census Tract 303.08, King County, Washington",980,740,1,52,137,0,0,50,0,50
1500000US530330303082,"Block Group 2, Census Tract 303.08, King County, Washington",1869,770,105,0,287,48,307,352,102,250
1500000US530330303083,"Block Group 3, Census Tract 303.08, King County, Washington",1761,1292,15,0,126,0,0,328,0,328
1500000US530330303084,"Block Group 4, Census Tract 303.08, King County, Washington",2407,512,798,0,306,552,75,164,50,114
1500000US530330303091,"Block Group 1, Census Tract 303.09, King County, Washington",1435,876,356,0,108,0,2,93,0,93
1500000US530330303092,"Block Group 2, Census Tract 303.09, King County, Washington",1194,509,154,31,133,13,228,126,0,126
1500000US530330303093,"Block Group 3, Census Tract 303.09, King County, Washington",878,566,116,0,130,0,0,66,0,66
1500000US530330303094,"Block Group 4, Census Tract 303.09, King County, Washington",1996,727,539,0,487,0,15,228,0,228
1500000US530330303101,"Block Group 1, Census Tract 303.10, King County, Washington",837,607,14,0,83,9,56,68,34,34
1500000US530330303102,"Block Group 2, Census Tract 303.10, King County, Washington",1509,938,51,0,465,0,0,55,17,38
1500000US530330303103,"Block Group 3, Census Tract 303.10, King County, Washington",2211,856,73,0,769,59,271,183,0,183
1500000US530330303104,"Block Group 4, Census Tract 303.10, King County, Washington",2033,951,208,0,332,33,34,475,74,401
1500000US530330303111,"Block Group 1, Census Tract 303.11, King County, Washington",1182,856,54,0,78,16,11,167,0,167
1500000US530330303112,"Block Group 2, Census Tract 303.11, King County, Washington",1774,1001,116,14,89,20,402,132,14,118
1500000US530330303113,"Block Group 3, Census Tract 303.11, King County, Washington",1671,789,249,31,313,84,142,63,6,57
1500000US530330303114,"Block Group 4, Census Tract 303.11, King County, Washington",444,232,25,0,23,17,59,88,40,48
1500000US530330303121,"Block Group 1, Census Tract 303.12, King County, Washington",1268,444,333,29,86,0,96,280,0,280
1500000US530330303122,"Block Group 2, Census Tract 303.12, King County, Washington",903,587,217,35,12,0,16,36,31,5
1500000US530330303123,"Block Group 3, Census Tract 303.12, King County, Washington",1353,650,137,0,48,398,0,120,0,120
1500000US530330303124,"Block Group 4, Census Tract 303.12, King County, Washington",1580,1122,107,37,172,0,11,131,0,131
1500000US530330303131,"Block Group 1, Census Tract 303.13, King County, Washington",1117,765,88,19,107,127,0,11,0,11
1500000US530330303132,"Block Group 2, Census Tract 303.13, King County, Washington",3299,1797,681,3,317,37,169,295,21,274
1500000US530330303141,"Block Group 1, Census Tract 303.14, King County, Washington",1990,680,432,8,564,0,158,148,1,147
1500000US530330303142,"Block Group 2, Census Tract 303.14, King County, Washington",933,349,148,1,167,0,234,34,0,34
1500000US530330303143,"Block Group 3, Census Tract 303.14, King County, Washington",1439,691,49,5,226,5,183,280,0,280
1500000US530330304011,"Block Group 1, Census Tract 304.01, King County, Washington",2535,1112,601,35,423,0,0,364,0,364
1500000US530330304012,"Block Group 2, Census Tract 304.01, King County, Washington",2096,1474,16,176,161,97,9,163,40,123
1500000US530330304013,"Block Group 3, Census Tract 304.01, King County, Washington",1394,1122,33,0,18,0,86,135,0,135
1500000US530330304014,"Block Group 4, Census Tract 304.01, King County, Washington",1327,1056,72,30,0,0,20,149,0,149
1500000US530330304015,"Block Group 5, Census Tract 304.01, King County, Washington",1953,1087,200,12,29,187,367,71,0,71
1500000US530330304031,"Block Group 1, Census Tract 304.03, King County, Washington",1261,884,53,14,212,0,37,61,13,48
1500000US530330304032,"Block Group 2, Census Tract 304.03, King County, Washington",1624,1216,20,30,303,0,0,55,0,55
1500000US530330304033,"Block Group 3, Census Tract 304.03, King County, Washington",1708,1263,62,0,172,0,0,211,171,40
1500000US530330304041,"Block Group 1, Census Tract 304.04, King County, Washington",2410,1822,88,9,220,0,10,261,124,137
1500000US530330304042,"Block Group 2, Census Tract 304.04, King County, Washington",1626,1269,17,45,115,18,39,123,0,123
1500000US530330304043,"Block Group 3, Census Tract 304.04, King County, Washington",992,907,14,34,20,0,17,0,0,0
1500000US530330305011,"Block Group 1, Census Tract 305.01, King County, Washington",1002,629,63,0,51,89,63,107,0,107
1500000US530330305012,"Block Group 2, Census Tract 305.01, King County, Washington",942,593,122,16,56,30,81,44,2,42
1500000US530330305031,"Block Group 1, Census Tract 305.03, King County, Washington",2269,1977,68,58,49,0,82,35,0,35
1500000US530330305032,"Block Group 2, Census Tract 305.03, King County, Washington",3000,1534,277,15,752,0,65,357,0,357
1500000US530330305041,"Block Group 1, Census Tract 305.04, King County, Washington",664,355,74,0,49,0,0,186,0,186
1500000US530330305042,"Block Group 2, Census Tract 305.04, King County, Washington",1341,749,200,155,116,67,29,25,10,15
1500000US530330305043,"Block Group 3, Census Tract 305.04, King County, Washington",1442,835,125,0,77,50,231,124,0,124
1500000US530330305044,"Block Group 4, Census Tract 305.04, King County, Washington",1208,1074,7,12,14,0,16,85,9,76
1500000US530330306001,"Block Group 1, Census Tract 306, King County, Washington",1487,1239,0,0,86,0,0,162,0,162
1500000US530330306002,"Block Group 2, Census Tract 306, King County, Washington",1064,928,0,35,80,0,0,21,0,21
1500000US530330306003,"Block Group 3, Census Tract 306, King County, Washington",1518,1065,0,31,66,37,206,113,0,113
1500000US530330306004,"Block Group 4, Census Tract 306, King County, Washington",1464,430,183,128,349,0,374,0,0,0
1500000US530330307001,"Block Group 1, Census Tract 307, King County, Washington",1073,782,207,4,43,6,2,29,0,29
1500000US530330307002,"Block Group 2, Census Tract 307, King County, Washington",1865,1147,85,0,66,0,394,173,0,173
1500000US530330307003,"Block Group 3, Census Tract 307, King County, Washington",1139,881,35,13,135,0,0,75,0,75
1500000US530330308011,"Block Group 1, Census Tract 308.01, King County, Washington",1337,767,32,7,21,21,453,36,0,36
1500000US530330308012,"Block Group 2, Census Tract 308.01, King County, Washington",2992,876,571,26,46,0,1016,457,0,457
1500000US530330308013,"Block Group 3, Census Tract 308.01, King County, Washington",2660,1635,176,105,14,0,232,498,236,262
1500000US530330308021,"Block Group 1, Census Tract 308.02, King County, Washington",1418,665,89,0,88,347,206,23,0,23
1500000US530330308022,"Block Group 2, Census Tract 308.02, King County, Washington",1239,1017,85,0,46,0,0,91,0,91
1500000US530330308023,"Block Group 3, Census Tract 308.02, King County, Washington",824,760,10,0,54,0,0,0,0,0
1500000US530330309011,"Block Group 1, Census Tract 309.01, King County, Washington",2028,1040,134,76,383,61,78,256,15,241
1500000US530330309012,"Block Group 2, Census Tract 309.01, King County, Washington",1758,1115,95,12,122,108,146,160,0,160
1500000US530330309021,"Block Group 1, Census Tract 309.02, King County, Washington",2588,1078,299,0,637,49,122,403,0,403
1500000US530330309022,"Block Group 2, Census Tract 309.02, King County, Washington",1077,736,0,0,166,0,158,17,0,17
1500000US530330309023,"Block Group 3, Census Tract 309.02, King County, Washington",2685,1770,35,0,285,189,196,210,0,210
1500000US530330310001,"Block Group 1, Census Tract 310, King County, Washington",2944,2361,43,9,232,0,69,230,37,193
1500000US530330310002,"Block Group 2, Census Tract 310, King County, Washington",1574,1031,181,0,179,67,0,116,14,102
1500000US530330311001,"Block Group 1, Census Tract 311, King County, Washington",1477,702,21,27,0,330,18,379,270,109
1500000US530330311002,"Block Group 2, Census Tract 311, King County, Washington",1679,1268,161,4,179,0,10,57,0,57
1500000US530330311003,"Block Group 3, Census Tract 311, King County, Washington",2171,1213,126,272,100,91,135,234,8,226
1500000US530330311004,"Block Group 4, Census Tract 311, King County, Washington",895,454,92,162,16,0,73,98,6,92
1500000US530330311005,"Block Group 5, Census Tract 311, King County, Washington",1062,703,15,45,13,0,220,66,2,64
1500000US530330312021,"Block Group 1, Census Tract 312.02, King County, Washington",2169,1949,65,54,0,0,0,101,85,16
1500000US530330312022,"Block Group 2, Census Tract 312.02, King County, Washington",957,431,75,387,5,2,41,16,0,16
1500000US530330312023,"Block Group 3, Census Tract 312.02, King County, Washington",1061,1016,0,0,0,0,0,45,0,45
1500000US530330312024,"Block Group 4, Census Tract 312.02, King County, Washington",902,817,0,0,6,0,0,79,0,79
1500000US530330312025,"Block Group 5, Census Tract 312.02, King County, Washington",1452,614,0,726,0,2,13,97,17,80
1500000US530330312041,"Block Group 1, Census Tract 312.04, King County, Washington",1069,535,0,0,0,0,395,139,0,139
1500000US530330312042,"Block Group 2, Census Tract 312.04, King County, Washington",1330,995,0,29,232,0,0,74,0,74
1500000US530330312043,"Block Group 3, Census Tract 312.04, King County, Washington",1403,1391,0,0,0,0,0,12,0,12
1500000US530330312044,"Block Group 4, Census Tract 312.04, King County, Washington",1000,905,21,52,17,0,0,5,0,5
1500000US530330312045,"Block Group 5, Census Tract 312.04, King County, Washington",1291,1217,0,0,1,0,0,73,11,62
1500000US530330312051,"Block Group 1, Census Tract 312.05, King County, Washington",3458,1207,561,76,450,0,517,647,25,622
1500000US530330312052,"Block Group 2, Census Tract 312.05, King County, Washington",2163,1331,0,0,488,0,253,91,0,91
1500000US530330312053,"Block Group 3, Census Tract 312.05, King County, Washington",2749,1482,160,18,603,87,30,369,0,369
1500000US530330312061,"Block Group 1, Census Tract 312.06, King County, Washington",1243,599,44,0,415,0,133,52,0,52
1500000US530330312062,"Block Group 2, Census Tract 312.06, King County, Washington",1946,1326,35,108,336,0,36,105,0,105
1500000US530330312063,"Block Group 3, Census Tract 312.06, King County, Washington",2503,1652,38,0,428,0,242,143,0,143
1500000US530330313011,"Block Group 1, Census Tract 313.01, King County, Washington",1463,1255,0,0,19,21,59,109,0,109
1500000US530330313012,"Block Group 2, Census Tract 313.01, King County, Washington",1102,1069,0,6,11,0,0,16,4,12
1500000US530330313021,"Block Group 1, Census Tract 313.02, King County, Washington",1015,891,0,0,0,0,12,112,12,100
1500000US530330313022,"Block Group 2, Census Tract 313.02, King County, Washington",805,805,0,0,0,0,0,0,0,0
1500000US530330313023,"Block Group 3, Census Tract 313.02, King County, Washington",1449,1281,0,0,11,0,105,52,9,43
1500000US530330313024,"Block Group 4, Census Tract 313.02, King County, Washington",1118,861,0,0,0,0,257,0,0,0
1500000US530330314001,"Block Group 1, Census Tract 314, King County, Washington",1106,859,27,0,25,0,169,26,0,26
1500000US530330314002,"Block Group 2, Census Tract 314, King County, Washington",1359,1314,0,0,0,0,23,22,0,22
1500000US530330314003,"Block Group 3, Census Tract 314, King County, Washington",1857,1576,0,0,33,0,208,40,0,40
1500000US530330314004,"Block Group 4, Census Tract 314, King County, Washington",805,736,0,0,11,0,0,58,0,58
1500000US530330314005,"Block Group 5, Census Tract 314, King County, Washington",1007,982,0,0,0,0,0,25,0,25
1500000US530330315011,"Block Group 1, Census Tract 315.01, King County, Washington",1289,1178,0,0,10,0,0,101,0,101
1500000US530330315012,"Block Group 2, Census Tract 315.01, King County, Washington",1768,1646,0,14,27,18,12,51,0,51
1500000US530330315013,"Block Group 3, Census Tract 315.01, King County, Washington",1085,949,0,11,0,26,0,99,0,99
1500000US530330315021,"Block Group 1, Census Tract 315.02, King County, Washington",1029,915,0,15,51,12,0,36,0,36
1500000US530330315022,"Block Group 2, Census Tract 315.02, King County, Washington",1077,962,0,58,0,0,0,57,0,57
1500000US530330315023,"Block Group 3, Census Tract 315.02, King County, Washington",2174,2022,0,63,29,0,0,60,0,60
1500000US530330316011,"Block Group 1, Census Tract 316.01, King County, Washington",2053,1792,44,0,97,19,49,52,26,26
1500000US530330316012,"Block Group 2, Census Tract 316.01, King County, Washington",1806,1494,0,0,145,13,86,68,0,68
1500000US530330316013,"Block Group 3, Census Tract 316.01, King County, Washington",1640,1317,0,0,0,11,277,35,11,24
1500000US530330316031,"Block Group 1, Census Tract 316.03, King County, Washington",1981,1428,0,0,99,0,36,418,17,401
1500000US530330316032,"Block Group 2, Census Tract 316.03, King County, Washington",1354,1308,0,0,0,0,0,46,0,46
1500000US530330316033,"Block Group 3, Census Tract 316.03, King County, Washington",1114,979,0,23,51,0,0,61,0,61
1500000US530330316034,"Block Group 4, Census Tract 316.03, King County, Washington",2278,1945,19,13,240,0,0,61,0,61
1500000US530330316041,"Block Group 1, Census Tract 316.04, King County, Washington",3321,2393,61,0,282,0,92,493,166,327
1500000US530330316042,"Block Group 2, Census Tract 316.04, King County, Washington",1000,852,0,9,41,0,24,74,34,40
1500000US530330316043,"Block Group 3, Census Tract 316.04, King County, Washington",1586,1327,0,0,128,0,0,131,0,131
1500000US530330316051,"Block Group 1, Census Tract 316.05, King County, Washington",1180,1108,15,0,14,0,0,43,0,43
1500000US530330316052,"Block Group 2, Census Tract 316.05, King County, Washington",1801,1566,0,53,12,0,9,161,0,161
1500000US530330316053,"Block Group 3, Census Tract 316.05, King County, Washington",1231,1121,13,0,77,0,13,7,0,7
1500000US530330317031,"Block Group 1, Census Tract 317.03, King County, Washington",719,719,0,0,0,0,0,0,0,0
1500000US530330317032,"Block Group 2, Census Tract 317.03, King County, Washington",1400,1119,0,11,194,0,21,55,0,55
1500000US530330317033,"Block Group 3, Census Tract 317.03, King County, Washington",1692,1467,27,17,0,0,112,69,0,69
1500000US530330317034,"Block Group 4, Census Tract 317.03, King County, Washington",1411,922,102,0,235,0,67,85,64,21
1500000US530330317035,"Block Group 5, Census Tract 317.03, King County, Washington",1695,1217,115,45,288,0,0,30,0,30
1500000US530330317041,"Block Group 1, Census Tract 317.04, King County, Washington",1570,1142,158,0,96,38,136,0,0,0
1500000US530330317042,"Block Group 2, Census Tract 317.04, King County, Washington",1738,937,35,20,428,0,187,131,30,101
1500000US530330317043,"Block Group 3, Census Tract 317.04, King County, Washington",2793,1100,293,0,842,46,134,378,0,378
1500000US530330317051,"Block Group 1, Census Tract 317.05, King County, Washington",1589,835,95,24,425,0,0,210,0,210
1500000US530330317052,"Block Group 2, Census Tract 317.05, King County, Washington",944,910,0,0,0,0,0,34,0,34
1500000US530330317053,"Block Group 3, Census Tract 317.05, King County, Washington",1624,1168,104,31,238,0,0,83,0,83
1500000US530330317061,"Block Group 1, Census Tract 317.06, King County, Washington",1781,1058,26,0,561,0,43,93,0,93
1500000US530330317062,"Block Group 2, Census Tract 317.06, King County, Washington",1962,1629,118,0,142,0,0,73,0,73
1500000US530330317063,"Block Group 3, Census Tract 317.06, King County, Washington",2542,1370,86,0,278,0,613,195,73,122
1500000US530330317064,"Block Group 4, Census Tract 317.06, King County, Washington",2050,1192,173,0,352,2,44,287,0,287
1500000US530330318001,"Block Group 1, Census Tract 318, King County, Washington",1912,879,120,0,749,10,30,124,0,124
1500000US530330318002,"Block Group 2, Census Tract 318, King County, Washington",1383,1242,0,0,53,9,12,67,0,67
1500000US530330318003,"Block Group 3, Census Tract 318, King County, Washington",1432,1291,26,0,74,0,8,33,27,6
1500000US530330319031,"Block Group 1, Census Tract 319.03, King County, Washington",1572,972,8,0,402,0,16,174,14,160
1500000US530330319032,"Block Group 2, Census Tract 319.03, King County, Washington",2155,1581,25,13,210,0,152,174,0,174
1500000US530330319033,"Block Group 3, Census Tract 319.03, King County, Washington",1164,729,0,0,193,0,0,242,0,242
1500000US530330319034,"Block Group 4, Census Tract 319.03, King County, Washington",1317,1185,0,0,69,0,0,63,0,63
1500000US530330319035,"Block Group 5, Census Tract 319.03, King County, Washington",1005,874,0,31,0,0,84,16,0,16
1500000US530330319041,"Block Group 1, Census Tract 319.04, King County, Washington",1603,1480,8,0,29,0,0,86,0,86
1500000US530330319042,"Block Group 2, Census Tract 319.04, King County, Washington",670,636,0,0,0,0,0,34,0,34
1500000US530330319043,"Block Group 3, Census Tract 319.04, King County, Washington",1095,991,0,0,12,0,50,42,0,42
1500000US530330319061,"Block Group 1, Census Tract 319.06, King County, Washington",1680,1306,79,0,253,0,11,31,0,31
1500000US530330319062,"Block Group 2, Census Tract 319.06, King County, Washington",2337,1811,42,0,439,0,2,43,0,43
1500000US530330319071,"Block Group 1, Census Tract 319.07, King County, Washington",803,658,7,0,138,0,0,0,0,0
